	shaking_mean	t02_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS06410	1644.06905113138	745.049345930169	0.320327123573552	0.559544500180856	1.14186300760179	614	0.440455499819144	HVO_RS06410
HVO_RS06405	3597.67856285658	1850.18861857477	0.347616248899922	0.584884793036112	0.959393939095848	428	0.415115206963888	HVO_RS06405
HVO_RS06325	3757.84205138577	4983.96297129986	-0.141835737346477	0.0537695602186073	-0.407388920739035	254	0.946230439781393	HVO_RS06325
HVO_RS06245	1289.68225712324	840.544404697501	0.165734093325907	0.359420907540227	0.617619726334873	707	0.640579092459773	HVO_RS06245
HVO_RS06235	348.722394227655	75.8437194283926	0.397786919088114	0.627269059749284	2.20097739212264	1406	0.372730940250716	HVO_RS06235
HVO_RS06230	305.954848501921	87.6294639458929	0.349584295047701	0.586759221417699	1.80383082325318	1760	0.413240778582301	HVO_RS06230
HVO_RS06225	2014.07676374743	780.075783729043	0.406385031882933	0.631972584977267	1.3684324781688	320	0.368027415022733	HVO_RS06225
HVO_RS06220	455.772085291482	99.3904032750611	0.398985287512706	0.62798627530857	2.19713410347518	1046	0.37201372469143	HVO_RS06220
HVO_RS06215	881.693074698415	231.64378754826	0.416254794824638	0.636099997858911	1.92836853676542	584	0.363900002141089	HVO_RS06215
HVO_RS06210	9221.11698086627	9010.81579695758	0.0113258367752248	0.0592215402703683	0.0332837923217538	257	0.940778459729632	HVO_RS06210
HVO_RS06200	3001.02973079442	2252.90908660017	0.144911454909193	0.32584913337274	0.41366851504277	332	0.67415086662726	HVO_RS06200
HVO_RS18570	1898.69321566752	5041.2924042881	-0.515168574120011	0.850835841306335	-1.40878681715117	287	0.149164158693665	HVO_RS18570
HVO_RS18660	1825.7237803308	1295.06807313986	0.118921918926328	0.277166477515639	0.495440579006895	443	0.722833522484361	HVO_RS18660
HVO_RS18685	1237.14463503423	965.322434235204	0.077957012830179	0.18527600361177	0.357931363325755	587	0.81472399638823	HVO_RS18685
HVO_RS18880	179.004549584684	1615.05138254957	-0.609400330960574	0.898010928599225	-3.17351190406899	392	0.101989071400775	HVO_RS18880
HVO_RS18885	243.024047899191	481.767287593691	-0.166933774715749	0.11353912766502	-0.987237357144171	1190	0.88646087233498	HVO_RS18885
HVO_RS18960	339.992750486032	396.093060836835	-0.0380293735261427	0.0187760545695307	-0.220335442110101	1499	0.981223945430469	HVO_RS18960
HVO_RS19080	629.86763136195	1620.59114356766	-0.346805706403511	0.600851275495442	-1.36339958272419	692	0.399148724504558	HVO_RS19080
HVO_RS19125	1193.05563665213	875.707244907162	0.0977580283248368	0.231237541262054	0.446140770436496	680	0.768762458737946	HVO_RS19125
HVO_RS19255	1135.06148248084	1610.56879654487	-0.175760516777551	0.137535528430957	-0.504799842146224	914	0.862464471569043	HVO_RS19255
HVO_RS04975	66.5509466767408	39.4991742033512	0.120983008885782	0.281353773402876	0.752636696753476	446	0.718646226597124	HVO_RS04975
HVO_RS04980	40.9364632309296	19.4653975631971	0.223947574500293	0.446818795771352	1.07247465314376	1334	0.553181204228648	HVO_RS04980
HVO_RS04985	173.182112778992	30.8618400797417	0.42088806333689	0.637589738108651	2.48839394052413	1079	0.362410261891349	HVO_RS04985
HVO_RS04990	127.48486475011	19.048230917594	0.45906541881339	0.642410084586353	2.7425970572828	1439	0.357589915413647	HVO_RS04990
HVO_RS04995	197.151862847195	44.7559314410298	0.38022879351232	0.614675182133191	2.13915654372001	1049	0.385324817866809	HVO_RS04995
HVO_RS05250	32318.2778690856	29607.9321214183	0.0502091742929307	0.123360654755598	0.126366590575251	152	0.876639345244402	HVO_RS05250
HVO_RS05255	5714.56550585635	4737.48980756136	0.10436594015185	0.246090020061856	0.270520971123819	278	0.753909979938144	HVO_RS05255
HVO_RS05260	1135.88349546231	110.215451750317	0.638128363705417	0.520760238532827	3.3654164659753	665	0.479239761467173	HVO_RS05260
HVO_RS05375	820.274707653611	110.853681269837	0.532423526247496	0.635813740204636	2.8874504645469	986	0.364186259795364	HVO_RS05375
HVO_RS05455	76.2872047575553	108.317302120085	-0.0833314946666256	0.000130575247715314	-0.505750704004678	449	0.999869424752285	HVO_RS05455
HVO_RS05560	314.070016045859	138.561436085795	0.255586022461704	0.492006115500018	1.18056042918252	743	0.507993884499982	HVO_RS05560
HVO_RS05595	1526.65846625683	899.722937047704	0.179266811681219	0.379847129975249	0.762824640426818	176	0.620152870024751	HVO_RS05595
HVO_RS05655	27217.3282969036	20056.1617542678	0.1649387606503	0.358198533085258	0.440479919426545	167	0.641801466914742	HVO_RS05655
HVO_RS05875	1119.92647132831	1350.25462072099	-0.0616059327060291	0.00638516981521342	-0.269827469981625	458	0.993614830184787	HVO_RS05875
HVO_RS09050	1148.63288040506	1484.63318911068	-0.0950380996615797	0.00102702934307741	-0.370188760330485	359	0.998972970656923	HVO_RS09050
HVO_RS05545	8027.65110161773	7819.2703494222	0.012427589406273	0.0605662377074186	0.0379439259607292	203	0.939433762292581	HVO_RS05545
HVO_RS11375	2156.87695831612	1258.14555027443	0.230660948195504	0.456843489429226	0.777645046538217	320	0.543156510570774	HVO_RS11375
HVO_RS15735	145.766392006654	472.798863509819	-0.323446999859319	0.535254171768199	-1.69756843833619	1022	0.464745828231801	HVO_RS15735
HVO_RS12020	30.4183245740716	266.413182308196	-0.461431154138196	0.804235994689134	-3.13065287227163	1169	0.195764005310866	HVO_RS12020
HVO_RS18675	7.29466608628536	259.129717711603	-0.744738846372518	0.916385062571291	-5.15068872681692	2189	0.0836149374287087	HVO_RS18675
HVO_RS15640	24.2106795182289	125.009513237433	-0.350011697782204	0.609473533572535	-2.36832241134733	4193	0.390526466427465	HVO_RS15640
HVO_RS06205	223.759850654048	46.481407402536	0.391600638576217	0.623260718504428	2.26722553838546	2201	0.376739281495572	HVO_RS06205
HVO_RS17035	2186.58648243859	1671.06106575303	0.11228787771926	0.263316969522683	0.387915955165572	344	0.736683030477317	HVO_RS17035
HVO_RS12050	16.1469592834353	100.645262209932	-0.440928680789215	0.782006716198401	-2.63994484589574	3164	0.217993283801599	HVO_RS12050
HVO_RS13495	1898.36274392997	2829.86388613865	-0.187444515197883	0.170215521019145	-0.575976969916424	581	0.829784478980855	HVO_RS13495
HVO_RS16995	952.254898952882	748.801884154896	0.0758419385234226	0.180345088101476	0.346763739796942	707	0.819654911898524	HVO_RS16995
HVO_RS13270	24.8320692663411	315.366655307078	-0.547667495022659	0.871746367244745	-3.66675373558258	1169	0.128253632755255	HVO_RS13270
HVO_RS15720	703.007876600628	425.521271378114	0.147393853468338	0.330059915737562	0.724309600969332	1244	0.669940084262438	HVO_RS15720
HVO_RS16220	362.82278564242	2708.1524344409	-0.628211495193631	0.902398038459579	-2.89997197997848	188	0.097601961540421	HVO_RS16220
HVO_RS15560	167.318107673268	1553.59219459767	-0.613721271434443	0.899198941724873	-3.21494236587133	314	0.100801058275127	HVO_RS15560
HVO_RS18335	46.0598394357172	21.9343961834608	0.143654787349031	0.323692178310643	1.07031438994614	1169	0.676307821689357	HVO_RS18335
HVO_RS12405	691.265675279763	311.695925381312	0.205986959167442	0.419738419805409	1.14910099498443	1046	0.580261580194591	HVO_RS12405
HVO_RS06850	548.359283109495	219.617229317281	0.272973087185073	0.513365170663619	1.32013021131447	1046	0.486634829336381	HVO_RS06850
HVO_RS15590	139.536618326266	449.466798744223	-0.301715308732505	0.472875154937962	-1.68757077511757	1481	0.527124845062038	HVO_RS15590
HVO_RS14660	614.594199584198	930.205805063425	-0.130634931064078	0.0333739550435505	-0.597915792074977	2483	0.96662604495645	HVO_RS14660
HVO_RS15535	95.1516203595791	694.175478158891	-0.484416006919474	0.825887588733256	-2.86700027285426	710	0.174112411266744	HVO_RS15535
HVO_RS10205	1550.02958357195	852.278645461741	0.29210410213844	0.533513622044406	0.862898660857066	662	0.466486377955594	HVO_RS10205
HVO_RS15305	433.988731379425	690.572874110787	-0.209156356209186	0.230411588883421	-0.670136082616592	1175	0.769588411116579	HVO_RS15305
HVO_RS16920	323.16946936123	1816.49452813392	-0.515275069391309	0.850914044810309	-2.4907942053149	302	0.149085955189691	HVO_RS16920
HVO_RS20170	935.938505975641	832.587733108072	0.0402813783851149	0.103838029548162	0.168811440687182	509	0.896161970451838	HVO_RS20170
HVO_RS20405	1601.92218248822	2698.01700993664	-0.220551244220109	0.260688862505398	-0.752095377132858	1034	0.739311137494602	HVO_RS20405
HVO_RS19590	494.565636543385	1049.67129879045	-0.228684932467856	0.281685504675666	-1.08570371642673	779	0.718314495324334	HVO_RS19590
HVO_RS19475	99.1403110922848	1046.56227517464	-0.585098242273778	0.889565336602446	-3.40004256493637	800	0.110434663397554	HVO_RS19475
HVO_RS19295	151.872877343232	722.842028466195	-0.47147220788594	0.814036186512376	-2.25081614680232	1226	0.185963813487624	HVO_RS19295
HVO_RS19430	23.1561926740219	666.531926895172	-0.737164571041018	0.915697558488993	-4.84720401112812	1169	0.084302441511007	HVO_RS19430
HVO_RS20385	478.576074077747	937.485652985683	-0.249577851481286	0.334283778433227	-0.970048339455902	1220	0.665716221566773	HVO_RS20385
HVO_RS20350	249.233925096088	1517.28698238745	-0.513958291298972	0.849944555622645	-2.60592162246027	575	0.150055444377355	HVO_RS20350
HVO_RS19480	436.852590565445	2047.51165170753	-0.517399000890348	0.852457491080153	-2.2286532109001	488	0.147542508919847	HVO_RS19480
HVO_RS19330	175.187562646668	1819.79710994289	-0.636273110338407	0.903664892912056	-3.3768053523492	449	0.0963351070879445	HVO_RS19330
