genes	cluster	locus_tag	rs	start	stop	chr	op1
lcl|NC_013967.1_cds_WP_004044696.1_3837	7	HVO_RS18625	18625	2716068	2716268	Chromosome	0
lcl|NC_013967.1_cds_WP_004044698.1_3839	7	HVO_RS18635	18635	2717559	2718281	Chromosome	0
lcl|NC_013967.1_cds_WP_004044718.1_3858	7	HVO_RS18730	18730	2736921	2738330	Chromosome	0
lcl|NC_013967.1_cds_WP_013035375.1_3870	7	HVO_RS18790	18790	2749866	2750465	Chromosome	0
lcl|NC_013967.1_cds_WP_004044742.1_3873	7	HVO_RS18805	18805	2751545	2752303	Chromosome	0
lcl|NC_013967.1_cds_WP_004044756.1_3880	7	HVO_RS18840	18840	2756256	2757005	Chromosome	0
lcl|NC_013967.1_cds_3882	7	HVO_RS18855	18855	2757995	2759152	Chromosome	0
lcl|NC_013967.1_cds_WP_004044781.1_3891	7	HVO_RS18925	18925	2772381	2772695	Chromosome	0
lcl|NC_013967.1_cds_WP_004044799.1_3899	7	HVO_RS18965	18965	2783411	2784409	Chromosome	0
lcl|NC_013967.1_cds_WP_004044828.1_3912	7	HVO_RS19030	19030	2799423	2799839	Chromosome	0
lcl|NC_013967.1_cds_WP_049914907.1_3918	7	HVO_RS19060	19060	2803964	2804548	Chromosome	0
lcl|NC_013967.1_cds_WP_004044868.1_3933	7	HVO_RS19135	19135	2815279	2815911	Chromosome	0
lcl|NC_013967.1_cds_WP_004044872.1_3935	7	HVO_RS19145	19145	2816899	2817594	Chromosome	0
lcl|NC_013967.1_cds_WP_013035286.1_3960	7	HVO_RS19265	19265	2841239	2841628	Chromosome	0
lcl|NC_013966.1_cds_WP_013035012.1_694	7	HVO_RS19855	19855	244714	245739	pHV4	0
lcl|NC_013967.1_cds_WP_013035531.1_2315	7	HVO_RS20130	20130	1183305	1183826	Chromosome	0
lcl|NC_013967.1_cds_WP_004041682.1_2787	7	HVO_RS20185	20185	1661805	1662266	Chromosome	0
