genes	cluster	locus_tag	rs	start	stop	chr	op1
lcl|NC_013967.1_cds_WP_004043040.1_3759	3	HVO_RS18225	18225	2628039	2628734	Chromosome	0
lcl|NC_013967.1_cds_WP_013035579.1_3780	3	HVO_RS18335	18335	2651926	2653095	Chromosome	0
lcl|NC_013967.1_cds_WP_004044685.1_3826	3	HVO_RS18570	18570	2705814	2706101	Chromosome	0
lcl|NC_013967.1_cds_WP_004044703.1_3844	3	HVO_RS18660	18660	2724561	2725004	Chromosome	0
lcl|NC_013967.1_cds_WP_013035331.1_3847	3	HVO_RS18675	18675	2728105	2730294	Chromosome	0
lcl|NC_013967.1_cds_WP_004044709.1_3849	3	HVO_RS18685	18685	2731032	2731619	Chromosome	0
lcl|NC_013967.1_cds_WP_004044769.1_3886	3	HVO_RS18880	18880	2762543	2762935	Chromosome	0
lcl|NC_013967.1_cds_WP_004044771.1_3887	3	HVO_RS18885	18885	2762990	2764180	Chromosome	1
lcl|NC_013967.1_cds_WP_004044797.1_3898	3	HVO_RS18960	18960	2781632	2783131	Chromosome	0
lcl|NC_013967.1_cds_WP_004044841.1_3922	3	HVO_RS19080	19080	2806835	2807527	Chromosome	0
lcl|NC_013967.1_cds_WP_004044864.1_3931	3	HVO_RS19125	19125	2813950	2814630	Chromosome	0
lcl|NC_013967.1_cds_WP_004044925.1_3958	3	HVO_RS19255	19255	2839432	2840346	Chromosome	0
lcl|NC_013968.1_cds_WP_013035677.1_1	3	HVO_RS19295	19295	101	1327	pHV1	0
lcl|NC_013968.1_cds_WP_013035737.1_10	3	HVO_RS19330	19330	6521	6970	pHV1	0
lcl|NC_013968.1_cds_WP_013035679.1_11	3	HVO_RS19335	19335	7142	7501	pHV1	1
lcl|NC_013968.1_cds_WP_013035684.1_35	3	HVO_RS19430	19430	30761	31930	pHV1	0
lcl|NC_013968.1_cds_WP_013035676.1_47	3	HVO_RS19475	19475	49346	50146	pHV1	0
lcl|NC_013968.1_cds_WP_013035721.1_48	3	HVO_RS19480	19480	50262	50750	pHV1	1
lcl|NC_013968.1_cds_WP_004971318.1_70	3	HVO_RS19590	19590	76797	77576	pHV1	0
lcl|NC_013968.1_cds_WP_013035691.1_80	3	HVO_RS19625	19625	83852	84292	pHV1	0
lcl|NC_013966.1_cds_WP_081442864.1_469	3	HVO_RS19720	19720	7914	8114	pHV4	0
lcl|NC_013966.1_cds_WP_004043400.1_502	3	HVO_RS19745	19745	34844	35470	pHV4	0
lcl|NC_013966.1_cds_WP_081442867.1_592	3	HVO_RS19805	19805	130087	130320	pHV4	0
lcl|NC_013966.1_cds_805	3	HVO_RS19935	19935	364986	365231	pHV4	0
lcl|NC_013966.1_cds_WP_013035136.1_817	3	HVO_RS19945	19945	376718	377599	pHV4	0
lcl|NC_013966.1_cds_WP_013035161.1_1070	3	HVO_RS20080	20080	626877	627071	pHV4	0
lcl|NC_013967.1_cds_WP_081442879.1_1109	3	HVO_RS20090	20090	30912	31106	Chromosome	0
lcl|NC_013967.1_cds_WP_004041399.1_2528	3	HVO_RS20145	20145	1385553	1386272	Chromosome	0
lcl|NC_013967.1_cds_WP_004041402.1_2531	3	HVO_RS20160	20160	1388454	1389884	Chromosome	0
lcl|NC_013967.1_cds_WP_004041404.1_2533	3	HVO_RS20165	20165	1391458	1392831	Chromosome	1
lcl|NC_013967.1_cds_WP_081442888.1_2729	3	HVO_RS20170	20170	1604648	1605157	Chromosome	1
lcl|NC_013967.1_cds_WP_004042936.1_3687	3	HVO_RS20305	20305	2567777	2567953	Chromosome	0
lcl|NC_013967.1_cds_WP_004043058.1_3777	3	HVO_RS20310	20310	2647092	2648246	Chromosome	1
lcl|NC_013968.1_cds_WP_013035692.1_2	3	HVO_RS20330	20330	1621	2058	pHV1	0
lcl|NC_013968.1_cds_15	3	HVO_RS20345	20345	11181	11546	pHV1	0
lcl|NC_013968.1_cds_WP_013035698.1_16	3	HVO_RS20350	20350	11678	12253	pHV1	1
lcl|NC_013968.1_cds_19	3	HVO_RS20355	20355	14579	14834	pHV1	1
lcl|NC_013968.1_cds_WP_013035696.1_38	3	HVO_RS20385	20385	34493	35713	pHV1	0
lcl|NC_013968.1_cds_WP_004045436.1_51	3	HVO_RS20405	20405	53301	54335	pHV1	0
