	X04_mean	p0_mean	theta	prob	log2FC	length
lcl|NC_013967.1_cds_WP_013035442.1_2400	20.5877684018856	60.0534278656386	-0.909479749298301	0.989408984822317	-1.54445913926816	773
lcl|NC_013967.1_cds_WP_013035416.1_2395	194.673404148284	186.082536140923	0.0608832064405095	0.149426596200042	0.0651131349821599	389
lcl|NC_013967.1_cds_WP_004041951.1_3046	7.47612765649595	3.74105318592834	0.423937042625493	0.931826525051903	0.998846727034115	974
lcl|NC_013967.1_cds_WP_004044063.1_1906	13.1624784948873	6.4433968693403	0.463592847303954	0.941338334542046	1.03053781135744	1922
lcl|NC_013967.1_cds_WP_004041430.1_2558	82.4824760481082	401.206474328332	-1.64916266764744	0.998928063006997	-2.28218534027398	620
lcl|NC_013967.1_cds_WP_004043559.1_2393	13.2469788565501	13.4571410489249	-0.0116053174909539	0.00270296037475137	-0.0227085718479608	1676
lcl|NC_013967.1_cds_WP_004045000.1_1098	4.48002339514594	5.33464585817196	-0.10405352669942	0.321203371960686	-0.251886234344312	1085
lcl|NC_013967.1_cds_WP_004043563.1_2389	38.2725693383385	37.6899602687458	0.0099017808717804	0.0071395316931252	0.0221304820022909	383
lcl|NC_013967.1_cds_WP_004043565.1_2387	16.9144356703852	35.5440432904411	-0.526575984674281	0.958560664462199	-1.07135275940874	1661
lcl|NC_013967.1_cds_WP_004043568.1_2384	12.6079681129513	7.26276606465667	0.302336379084384	0.869060707016967	0.795744774780133	905
lcl|NC_013967.1_cds_WP_004042348.1_3420	260.197777851922	430.872388518337	-1.0128924570264	0.995035752943374	-0.727652008399321	266
lcl|NC_013967.1_cds_WP_004041612.1_2722	1.8345518363847	6.26529102170819	-0.830504158410915	0.991306660287888	-1.77195385465063	2087
lcl|NC_013967.1_cds_WP_004043571.1_2381	88.6026182762917	94.8855486047343	-0.0839024236068123	0.225376368338836	-0.0988390443917298	803
lcl|NC_013967.1_cds_WP_004041718.1_2816	442.14050821456	4130.36368205569	-12.6591660618233	1	-3.22369199487079	302
lcl|NC_013967.1_cds_WP_004043572.1_2380	8.91490186288863	7.46168568421194	0.0965446849915369	0.310144555780257	0.256717327048835	581
lcl|NC_013967.1_cds_WP_004042231.1_3316	22.3585917480535	12.1077772164209	0.344818421115813	0.903342998291258	0.884895288274134	659
lcl|NC_013967.1_cds_WP_004043574.1_2378	2.05552016010078	1.22396914371478	0.323120405809093	0.887514149035646	0.747936333494923	1187
lcl|NC_013967.1_cds_WP_004043829.1_2132	32.1688858573368	25.8964814448907	0.0914351683310159	0.286551711353456	0.312909878068327	224
lcl|NC_013967.1_cds_WP_049914877.1_2375	1.34428633576971	0.726425686794722	0.277466623495467	0.843058669442206	0.887953344776589	1019
lcl|NC_013967.1_cds_WP_004043582.1_2371	6.53843856897418	14.5384677738528	-0.60996911878726	0.969338644135394	-1.1528571750081	1748
lcl|NC_013967.1_cds_WP_004043583.1_2370	1.26102353434798	1.31211845718134	-0.0208920298604949	0.0131574717945593	-0.0573027706026817	1652
lcl|NC_013967.1_cds_WP_013035359.1_3526	302.969188562373	46.1863551061602	1.82953695704387	0.999999999780706	2.71363247912774	344
lcl|NC_013966.1_cds_WP_013035085.1_722	1085.81683351935	18.063972740096	6.90625954326852	1	5.90952173107429	443
lcl|NC_013967.1_cds_WP_004043596.1_2356	480.775414440241	422.114042308771	0.304879897011249	0.871574188213143	0.187730298710628	335
lcl|NC_013967.1_cds_WP_004043585.1_2368	NA	NA	NA	NA	NA	1742
lcl|NC_013966.1_cds_WP_004043410.1_492	2.72638306168878	1.64909350010153	0.245517351666231	0.801199437158943	0.725315078772639	881
lcl|NC_013967.1_cds_WP_004041622.1_2733	518.739733126377	96.946902817352	2.41442686269631	1	2.41974416376804	368
lcl|NC_013967.1_cds_WP_004041634.1_2745	11.2016162717969	127.160331789273	-1.99595742899992	1	-3.50486986823228	2585
lcl|NC_013967.1_cds_WP_004043790.1_2171	1912.08181247564	2518.65399995927	-2.27506953052319	1	-0.39750869207653	467
lcl|NC_013967.1_cds_WP_013035586.1_2365	1.7699327771817	2.46873640372038	-0.250269649917425	0.791664469674093	-0.480078235560901	2354
lcl|NC_013964.1_cds_WP_004041381.1_242	4.02884894123948	0.781487181549191	0.953851299289494	0.991969665782804	2.36607359917128	1733
lcl|NC_013967.1_cds_WP_049914891.1_1866	12.1514401954224	13.7289539494692	-0.0933001160321709	0.269395100359485	-0.17609439339321	1112
lcl|NC_013967.1_cds_WP_004043588.1_2364	96.2513031839086	264.459319662461	-0.992558509609851	0.993968817877279	-1.45816783833112	383
lcl|NC_013967.1_cds_WP_013035651.1_2801	52.6183858929507	57.7611871244433	-0.0919059003529282	0.262848424384582	-0.134533399742411	428
lcl|NC_013967.1_cds_WP_004043594.1_2358	102.543167762659	300.277497979045	-1.73396691472977	0.998009368795756	-1.55006499584251	716
lcl|NC_013967.1_cds_WP_004043597.1_2355	4.6985540267002	7.73389556401161	-0.268725552432296	0.816823840046213	-0.718978445118244	659
lcl|NC_013967.1_cds_WP_004043598.1_2354	36.1457308917069	39.9671995163198	-0.0843293803064021	0.227370690631215	-0.144991224227141	1109
lcl|NC_013967.1_cds_WP_004043599.1_2353	35.7412269088009	44.2868260667321	-0.180946066441513	0.636034943485658	-0.309288446930467	377
lcl|NC_013967.1_cds_WP_004043888.1_2077	108.704913594316	67.2681652904073	0.308408085837809	0.87495268728296	0.692421338463307	278
lcl|NC_013967.1_cds_WP_004043600.1_2352	14.5689473730694	19.8258428736834	-0.238563273827382	0.772574838615765	-0.444485557387081	1283
lcl|NC_013967.1_cds_WP_004043601.1_2351	1.66505963652664	8.15959208541409	-1.09792592927712	0.995426409517832	-2.29292318030539	1871
lcl|NC_013967.1_cds_WP_004043434.1_2511	38.0741998110715	49.2188017928088	-0.240608084453768	0.775890308747243	-0.370395819996258	767
lcl|NC_013967.1_cds_WP_004043604.1_2348	24.7392239538925	29.0994179049547	-0.0694203258915609	0.161701394343362	-0.234190049189811	275
lcl|NC_013967.1_cds_WP_004043643.1_2311	1.50530874205646	2.85432489899694	-0.235098623242386	0.765876349501271	-0.923090144500167	509
lcl|NC_013967.1_cds_WP_004043581.1_2372	744.932241208716	155.186836185783	2.70823958866688	1	2.26310301921311	392
lcl|NC_013967.1_cds_WP_004043606.1_2346	827.21425994683	112.404703437353	2.60773737170759	1	2.87955865115819	389
lcl|NC_013967.1_cds_WP_004041722.1_2820	4.17803573235175	6.68211399113214	-0.319160381988785	0.867151488924847	-0.6774797630186	1415
lcl|NC_013967.1_cds_WP_004042226.1_3311	377.958826164163	172.806110515044	1.23486231444371	0.996526824039368	1.12907484676098	908
lcl|NC_013967.1_cds_WP_004043609.1_2343	0.650871647335919	7.79023786199377	-0.973601432065714	0.992736331804945	-3.58122240388852	740
lcl|NC_013967.1_cds_WP_004043615.1_2338	2.78587221368667	5.86494496741502	-0.460601924461957	0.938707199946872	-1.07398848717814	869
lcl|NC_013967.1_cds_WP_004043584.1_2369	116.764069959806	40.7757104905579	0.990213236296416	0.992513495866602	1.51781448349236	302
lcl|NC_013967.1_cds_WP_004041965.1_3062	31.517441759873	8.8100901930573	0.919772590875494	0.988795970761606	1.8389217435068	1157
lcl|NC_013967.1_cds_WP_081442885.1_2336	1.15349439576017	2.4133743747333	-0.553521855636885	0.964385993301594	-1.06504073628206	602
lcl|NC_013967.1_cds_WP_004043618.1_2335	42.0792446948823	61.5873869714145	-0.293295128431994	0.842479580318703	-0.549526109745388	425
lcl|NC_013967.1_cds_WP_049914800.1_2976	0.954933256330806	1.60713647520956	-0.321807181662916	0.869669314909586	-0.751020638630541	1808
lcl|NC_013967.1_cds_WP_004043620.1_2333	8.62710573740083	9.66799247597745	-0.0473238122554473	0.0762998375516366	-0.164339711983068	446
lcl|NC_013964.1_cds_WP_004041156.1_458	0.34720181312381	1.90039421005813	-1.26671564981747	0.997989422898578	-2.45245232958334	1529
lcl|NC_013967.1_cds_WP_004043623.1_2330	1.96624021998901	0.88345903832054	0.432464413707175	0.933871958958119	1.15420443902403	1403
lcl|NC_013966.1_cds_WP_049914835.1_587	16.1687765687203	5.48190432736805	0.601218834063517	0.969602898817453	1.56046146462445	1199
lcl|NC_013967.1_cds_WP_004062665.1_3218	0.34720181312381	17.2858946156104	-1.3016732583504	0.999046585731282	-5.63767697896001	218
lcl|NC_013967.1_cds_WP_013035467.1_2328	81.261683543024	167.209030156488	-0.780550460217851	0.987813336785377	-1.04100560345306	845
lcl|NC_013967.1_cds_WP_004043632.1_2321	76.3977131052537	29.8511581092472	0.902030911357667	0.988150307792458	1.35574254961593	1895
lcl|NC_013967.1_cds_WP_004044564.1_1425	877.184201792372	58.9910438456966	5.39492820835543	1	3.89431198613657	1265
lcl|NC_013967.1_cds_WP_004043633.1_2320	115.563928678824	82.728483397344	0.392984863720578	0.924126856527559	0.482235115702059	938
lcl|NC_013967.1_cds_WP_004043636.1_2317	11.7747167807117	33.7958550443789	-0.791555349696703	0.98887298547414	-1.5211539564721	1766
lcl|NC_013967.1_cds_WP_004042803.1_3630	1.85421529038083	11.6072009389793	-1.20563135196599	0.99455708025507	-2.64613944202716	749
lcl|NC_013967.1_cds_WP_004043637.1_2316	14.1058782146844	33.7310968775125	-0.559806631626674	0.965392833679741	-1.25778274394702	644
lcl|NC_013967.1_cds_WP_004042707.1_3580	3.29339396941887	5.43846794139187	-0.224344976810485	0.744186054018467	-0.723625186916698	530
lcl|NC_013967.1_cds_WP_004043640.1_2314	NA	NA	NA	NA	NA	1418
lcl|NC_013967.1_cds_WP_004041759.1_2861	322.388270305367	1226.11070594956	-3.73401938871482	0.999999999999999	-1.9272180870561	179
lcl|NC_013967.1_cds_WP_004043644.1_2310	5.06754892252833	5.31315762016165	-0.0203873766781274	0.0125885300824061	-0.0682814007900853	1085
lcl|NC_013967.1_cds_WP_004044484.1_1501	16.4464016742857	17.1127870362913	-0.0242547753335544	0.0169510392553823	-0.0573027706026814	380
lcl|NC_013967.1_cds_WP_004043646.1_2308	2.79824850477487	0.726425686794722	0.835876409486247	0.987157375984525	1.94563696688213	617
lcl|NC_013967.1_cds_WP_004043648.1_2306	53.1704837120668	16.8457791629938	0.91929922202644	0.988774931985958	1.6582384326617	731
lcl|NC_013967.1_cds_WP_004043650.1_2304	1745.22929148148	745.732023870824	2.66212335683609	1	1.2266873914266	398
lcl|NC_013967.1_cds_WP_004043653.1_2302	20.8069520792255	112.326369893297	-1.67411535033127	0.999233317864885	-2.43255910509341	782
lcl|NC_013967.1_cds_WP_004043657.1_2298	35.0971561045002	40.3094232813957	-0.103883694926624	0.320372955509728	-0.199763007481582	377
lcl|NC_013967.1_cds_WP_004041531.1_2643	10.7686199030272	5.35000541418849	0.208285449739992	0.724043880196712	1.00922111055584	287
lcl|NC_013967.1_cds_WP_013035391.1_2521	36.3580059998201	59.2660695659814	-0.477511382348217	0.94370135120415	-0.704933304114458	686
lcl|NC_013967.1_cds_WP_004043622.1_2331	4.38940345289267	15.5974453936658	-0.977236483782596	0.992995180900032	-1.82921297158792	791
lcl|NC_013967.1_cds_WP_004043660.1_2295	9.99960012311321	22.2569942511456	-0.515217276281374	0.955515247395699	-1.15431646483659	488
lcl|NC_013967.1_cds_WP_004043662.1_2293	3691.24935291113	1685.19101967255	4.29215310507807	0.999999999999999	1.13119706549086	200
lcl|NC_013968.1_cds_WP_013035678.1_63	45.4138170842328	3.71711608301131	1.64988666772348	0.998820713003017	3.61087565365513	974
lcl|NC_013967.1_cds_WP_004043666.1_2288	40.1218116469398	105.470536558203	-1.06657557294625	0.99525400376029	-1.39438137946483	1088
lcl|NC_013967.1_cds_WP_013035640.1_2546	8.23795833691372	23.8356085214141	-0.781631246680004	0.987919549188782	-1.53275972280594	1310
lcl|NC_013967.1_cds_WP_004044303.1_1679	2.0180657836507	3.95701644152457	-0.428181770755478	0.92874018899811	-0.971439856480577	2576
lcl|NC_013967.1_cds_WP_004043481.1_2466	27.8240043781124	7.16574239636006	0.921774678908218	0.988885287624287	1.95714197909248	914
lcl|NC_013967.1_cds_WP_004043698.1_2261	4.01389379333884	8.46536845497133	-0.347294018719716	0.890926736106053	-1.07657041891374	692
lcl|NC_013967.1_cds_WP_004043667.1_2287	1210.96496949609	1325.46169656512	-0.481361238780222	0.944864315776893	-0.130337847841937	590
lcl|NC_013967.1_cds_WP_004043671.1_2285	36.9822697350121	62.2957688871857	-0.455159635787181	0.937141363055661	-0.752300408248693	713
lcl|NC_013967.1_cds_WP_004043672.1_2284	1.76757906953477	10.365137875884	-0.569757174205927	0.96695180823363	-2.55189264912907	425
lcl|NC_013967.1_cds_WP_004043673.1_2283	6.27698515064235	3.14550049074979	0.361995879075594	0.912928195635461	0.996782208725937	1151
lcl|NC_013967.1_cds_WP_004041608.1_2718	34.3423412423066	6.05543699356658	0.918260066743973	0.988728852472149	2.50368541487986	476
lcl|NC_013967.1_cds_WP_004043960.1_2010	865.713810712438	434.810072495712	1.30698153421631	0.995911833121489	0.993504813764588	260
lcl|NC_013967.1_cds_WP_004043674.1_2282	83.1986149025682	37.420587218036	0.782066313707943	0.98627252030282	1.15272731238611	485
lcl|NC_013967.1_cds_WP_004044678.1_3820	17.2169799395658	13.33295045103	0.157357437975665	0.559593709618042	0.36883602927398	1247
lcl|NC_013964.1_cds_WP_004041364.1_257	57.8698435902416	96.5263705466565	-0.530530429926853	0.959537708448162	-0.738111388853351	323
lcl|NC_013966.1_cds_WP_013035012.1_694	275.1773756992	533.979138822556	-1.77248339067193	0.999552859477448	-0.956421520032467	1025
lcl|NC_013967.1_cds_WP_004041870.1_2967	10.2333527095512	20.0711988064121	-0.527260940201679	0.958729302671157	-0.971847901590942	1049
lcl|NC_013967.1_cds_WP_004042099.1_3185	14.1800361220153	19.4820687588397	-0.165978693405977	0.589448346731525	-0.458285674545519	593
lcl|NC_013967.1_cds_3415	0.989731805597347	1.36803330846464	-0.163741325450896	0.581339842957932	-0.466993810646109	1062
lcl|NC_013967.1_cds_WP_004041635.1_2746	19.0487665145592	121.11737850836	-1.72402632012082	0.997916666390857	-2.66863639930107	599
lcl|NC_013967.1_cds_WP_004043678.1_2278	0.961313656707181	2.83777125650537	-0.626470479931458	0.969709919456282	-1.56167916874863	1796
lcl|NC_013967.1_cds_WP_004044839.1_3921	2663.79321386312	2638.4197291339	0.0693698312910782	0.186616204947218	0.0138080007047395	236
lcl|NC_013967.1_cds_WP_004043682.1_2274	6.1325326376798	15.0261779446946	-0.649147329672478	0.972445767173062	-1.29292318030539	1016
lcl|NC_013967.1_cds_WP_049914876.1_2174	6.63229906666163	14.9266501641285	-0.537035946515014	0.9611486489668	-1.17030946438457	1511
lcl|NC_013967.1_cds_WP_004043683.1_2273	4.65561872506299	8.92731330601082	-0.352839079291526	0.894679915084582	-0.939253145885287	899
lcl|NC_013964.1_cds_WP_004041006.1_235	131.89614361352	373.251624878313	-1.20094082638101	0.994568210138647	-1.50074615725403	428
lcl|NC_013967.1_cds_WP_004043684.1_2272	0.560907614093393	7.04128290915724	-1.90957799459146	0.999999999999889	-3.65000323700321	1238
lcl|NC_013967.1_cds_WP_013035618.1_2760	1.23512946832477	0.726425686794722	0.267849904264933	0.831795983919758	0.765775152330015	851
lcl|NC_013967.1_cds_WP_004042347.1_3419	334.415396924354	716.668629549573	-2.09633477959379	1	-1.09966493285859	299
lcl|NC_013967.1_cds_WP_004043460.1_2486	0.738650847853644	1.51084395235722	-0.261885534704631	0.808196742004704	-1.03239017482	626
lcl|NC_013967.1_cds_WP_004043688.1_2271	93.6053734914296	245.671113579022	-1.19587642260888	0.994592254327919	-1.39206497681039	401
lcl|NC_013967.1_cds_WP_004043689.1_2270	745.871642730242	866.60758256792	-0.422857425609841	0.926838095246611	-0.216451481804944	197
lcl|NC_013967.1_cds_WP_004043690.1_2269	20.4459648618075	10.3102796682577	0.399658290143019	0.92592274665535	0.987732679821254	425
lcl|NC_013967.1_cds_WP_004043691.1_2268	135.134506688639	180.266009781688	-0.380848429891643	0.910170964708373	-0.41573127889168	563
lcl|NC_013967.1_cds_WP_004043692.1_2267	1124.0041955096	501.153628223115	2.68847471671825	1	1.16532258735377	428
lcl|NC_013966.1_cds_WP_049914854.1_820	282.894529594785	23.0201501866447	1.9074519930211	0.999999999999996	3.61929512827852	284
lcl|NC_013967.1_cds_WP_004043694.1_2265	8.3875937931157	32.8876219041808	-0.879235945127799	0.990017536622955	-1.97121579176784	575
lcl|NC_013967.1_cds_WP_004044781.1_3891	4347.69848307775	8111.03323260478	-3.58526510981798	1	-0.899633813797685	314
lcl|NC_013967.1_cds_WP_004043802.1_2158	4.99791525832319	18.4487662178541	-0.946584477332663	0.990834687291247	-1.88412599237998	905
lcl|NC_013967.1_cds_WP_004043702.1_2257	0.848081923745667	1.19379734888204	-0.181334699803208	0.637231880261613	-0.493282415721307	1217
lcl|NC_013967.1_cds_WP_004041522.1_2634	16.6426390914864	21.1185768452973	-0.140605356015452	0.492368844961685	-0.343628390857538	653
lcl|NC_013967.1_cds_WP_004042991.1_3714	6243.76019370515	5499.13063908832	0.453587271804048	0.938926434813103	0.183211568157607	290
lcl|NC_013966.1_cds_WP_004040815.1_913	1.73600906561905	0.726425686794722	0.65044103354611	0.978152446046411	1.2568873586053	800
lcl|NC_013967.1_cds_WP_004041787.1_2887	6.11231528213849	5.88993800103829	0.0260162421841011	0.0347084995651554	0.0534665136411554	740
lcl|NC_013967.1_cds_WP_004043703.1_2256	3.45655840303683	4.70973981342805	-0.0996454555861622	0.299680613058453	-0.446311059217466	494
lcl|NC_013967.1_cds_WP_004045201.1_1183	18.9275264394581	23.4533491341362	-0.16131861962923	0.572577696077329	-0.309308070567788	587
lcl|NC_013967.1_cds_WP_004044190.1_1785	0.34720181312381	5.02046225034893	-0.91791534966406	0.989547203961955	-3.85397381711625	461
lcl|NC_013967.1_cds_WP_004043706.1_2253	3.24674358122595	7.67739844828231	-0.60160286998196	0.969178779052976	-1.24162407519679	1607
lcl|NC_013967.1_cds_WP_013035466.1_2774	26.1041921319106	7.45689327761905	1.04568698906833	0.99223985451934	1.80763491203262	1169
lcl|NC_013967.1_cds_WP_004043707.1_2252	9.59629774858679	2.75936326134101	0.664207482270738	0.980076634477733	1.79814252608663	794
lcl|NC_013967.1_cds_WP_004044115.1_1856	1.07326681027453	2.24551989735617	-0.553010366334992	0.964283740185152	-1.06504073628206	647
lcl|NC_013967.1_cds_WP_004043709.1_2250	1651.74641391112	9100.28636526489	-8.06483835487475	0.999999999999991	-2.46191973185059	194
lcl|NC_013967.1_cds_WP_004043710.1_2249	58.4661605113523	131.181429032432	-0.988434892706445	0.993701418283394	-1.16588973896926	581
lcl|NC_013967.1_cds_2247	5.29629884426151	9.86959807369216	-0.42148692228858	0.926351341946314	-0.898006805360707	1180
lcl|NC_013967.1_cds_WP_004042123.1_3209	222.960729423516	336.073458030425	-0.675465893622781	0.976873236801924	-0.591986980477445	401
lcl|NC_013967.1_cds_WP_013035267.1_2246	2.11663973023534	2.05814297705576	0.0178103107078795	0.0206800600249318	0.0404325232530145	2465
lcl|NC_013967.1_cds_WP_004041828.1_2927	2.46679796180327	3.85012378554808	-0.238802562741676	0.772962410401727	-0.642265271323838	563
lcl|NC_013967.1_cds_WP_004043715.1_2245	1.32047132857334	0.726425686794722	0.301687738695687	0.868420844056565	0.862165853472329	1592
lcl|NC_013967.1_cds_WP_004041648.1_2759	119.711798456107	34.0792366163546	1.30683907158817	0.99591785177928	1.81260042293032	383
lcl|NC_013967.1_cds_WP_004043719.1_2241	NA	NA	NA	NA	NA	2270
lcl|NC_013967.1_cds_WP_013035563.1_3132	3.34381623438359	1.51307626347014	0.402981007057162	0.926739810808616	1.14401085818056	1448
lcl|NC_013967.1_cds_WP_004044493.1_1492	6.87817518569779	3.40246223323055	0.462825011525019	0.941151546686073	1.01544671333542	854
lcl|NC_013967.1_cds_WP_004043720.1_2240	NA	NA	NA	NA	NA	842
lcl|NC_013967.1_cds_WP_004044568.1_1421	9.6195614054055	69.3059128310744	-1.62152905102953	0.998094936812164	-2.8489354187577	755
lcl|NC_013967.1_cds_WP_013035550.1_2237	1.846360825042	1.93883693315167	-0.0229920416780197	0.0155260319546855	-0.0705069507630872	1118
lcl|NC_013966.1_cds_WP_004043345.1_561	4.27841426762022	0.993293333786589	0.716110913977245	0.985190595997173	2.10678444728676	1145
lcl|NC_013966.1_cds_WP_004043089.1_621	3.45517072363518	5.18936378260772	-0.268628164575172	0.816700490907763	-0.586800677164939	2102
lcl|NC_013967.1_cds_WP_004043725.1_2235	1.46628751805266	0.726425686794722	0.435507943449882	0.934593358540959	1.01328090001592	1664
lcl|NC_013967.1_cds_WP_004043727.1_2233	3.09311192092481	1.96095314861273	0.186184519465368	0.659309176186395	0.657503969883357	449
lcl|NC_013967.1_cds_WP_004043729.1_2231	2.38790793070021	0.865006618201106	0.628081371659408	0.974550449083537	1.46496413642426	1454
lcl|NC_013967.1_cds_WP_004042491.1_3484	2.3219237515404	59.8091877524761	-1.39085456216511	0.99755001001391	-4.68697462283113	497
lcl|NC_013967.1_cds_WP_004044972.1_1091	24.2038410060259	20.7285502628536	0.0766666416480621	0.218847193680628	0.223616793701582	494
lcl|NC_013967.1_cds_WP_004043730.1_2230	533.489013188136	393.155840489115	0.766038473738359	0.985442178523868	0.440357273752382	740
lcl|NC_013967.1_cds_WP_004042140.1_3227	282.575720610793	89.4527155770103	1.87068669009694	0.99999999999997	1.65944032724101	512
lcl|NC_013967.1_cds_WP_004043732.1_2228	10.862739062125	5.61178834104808	0.294213565608467	0.861080389544282	0.952855426361517	641
lcl|NC_013967.1_cds_WP_004043649.1_2305	343.231994782219	199.559176376074	0.959395235131502	0.992447763227456	0.782367421498591	716
lcl|NC_013967.1_cds_WP_004043733.1_2227	3208.73498325224	2709.37869150535	0.980406497369058	0.992846163925208	0.244042585067538	338
lcl|NC_013967.1_cds_WP_004043734.1_2226	46.1823852435667	58.1755570532339	-0.231355617398978	0.758296718708685	-0.333070432212877	662
lcl|NC_013964.1_cds_WP_004041372.1_249	NA	NA	NA	NA	NA	212
lcl|NC_013967.1_cds_WP_004045089.1_1139	39.037973758116	9.0357540855035	0.992676697086436	0.992428362894241	2.11116126024756	1049
lcl|NC_013967.1_cds_WP_013035540.1_1733	9.55878078528045	13.5048512114706	-0.242845274693347	0.779526882044867	-0.498579224693378	1127
lcl|NC_013967.1_cds_WP_013035543.1_2545	0.547636929217366	3.43734552111067	-1.37582409698422	0.997488192800421	-2.65000323700321	1268
lcl|NC_013967.1_cds_WP_081442895.1_2212	2.4461210288381	5.23038836682157	-0.298175889886568	0.847146356532662	-1.09642228635137	560
lcl|NC_013967.1_cds_WP_004043751.1_2209	57.6097397519275	115.274648830768	-0.743735787658415	0.984170358780304	-1.00069062510565	719
lcl|NC_013967.1_cds_WP_004043755.1_2205	3862.74536080131	11843.5084823579	-4.34735643149363	0.999999999999999	-1.61639804282322	224
lcl|NC_013967.1_cds_WP_004041729.1_2831	373.973463385895	159.594825492385	1.04251224302097	0.992120304955749	1.22852202606156	227
lcl|NC_013966.1_cds_WP_004043090.1_622	19.5001839388991	12.1937502597011	0.225350011012794	0.764499149780572	0.677345828951978	590
lcl|NC_013967.1_cds_WP_004043756.1_2204	2538.62122607934	1108.31425025561	3.07182256746984	1	1.19567815470769	182
lcl|NC_013967.1_cds_WP_004043595.1_2357	1186.48737331217	2722.33390652911	-3.79657730144864	1	-1.1981472834025	314
lcl|NC_013967.1_cds_WP_004043757.1_2203	16.2942082047644	5.72973995788578	0.578628096122849	0.965982132637752	1.5078176785421	1139
lcl|NC_013967.1_cds_WP_004043764.1_2197	6.53629090864521	6.29848861382707	0.0261049960671894	0.0348601103446732	0.0534665136411554	692
lcl|NC_013967.1_cds_WP_004043443.1_2503	1423.88188212726	2277.2154688886	-1.35185318390628	0.998200495108616	-0.677441332199882	443
lcl|NC_013967.1_cds_WP_004043765.1_2196	38.6542142764847	46.0289526820406	-0.142432772335093	0.500060745579073	-0.251915904049838	755
lcl|NC_013967.1_cds_WP_049914884.1_1962	0.362272973393639	1.52985402624371	-0.762308417484091	0.986049616349439	-2.07824491644246	2849
lcl|NC_013967.1_cds_WP_004043766.1_2195	8.7885960324513	7.45939098995755	0.0776149290231947	0.223036468032859	0.236574866233439	677
lcl|NC_013967.1_cds_WP_004043767.1_2194	1079.79494794023	668.360914089374	1.223436753699	0.996709891893339	0.692058100129563	530
lcl|NC_013967.1_cds_WP_004044694.1_3835	1578.15262513746	14781.4108276546	-4.47497045757025	1	-3.22747533356147	248
lcl|NC_013967.1_cds_WP_004043768.1_2193	220.742213016827	77.6065417331555	1.48049548673322	0.998888581487587	1.50811237315342	542
lcl|NC_013967.1_cds_WP_004041869.1_2966	45.9483048092997	25.8571990850179	0.545818820122125	0.961425539778411	0.82944562916356	899
lcl|NC_013967.1_cds_WP_004043770.1_2191	2.79250788035236	6.83195331995127	-0.578993665743364	0.967940655640334	-1.29073676567899	746
lcl|NC_013967.1_cds_WP_004043771.1_2190	301.941761420947	339.233360761635	-0.264468131005849	0.811445456051632	-0.168007744745081	428
lcl|NC_013967.1_cds_WP_004044360.1_1622	9.95258804870184	6.64160627926603	0.27441993267584	0.83970366940637	0.583539528586713	875
lcl|NC_013967.1_cds_WP_004041816.1_2915	1.40852662524872	5.12171166349012	-0.62986938589614	0.970041570335466	-1.86243920085554	986
lcl|NC_013967.1_cds_WP_004043772.1_2189	1.90071460677104	1.31360883688015	0.187778212509899	0.664199925931097	0.533006189353891	1106
lcl|NC_013967.1_cds_WP_004044533.1_1453	18.6479118152182	16.7063463963727	0.0643507272684936	0.164450592368742	0.158617830275142	479
lcl|NC_013967.1_cds_WP_004043780.1_2181	1.15376444766474	0.439991330584326	0.68319422328427	0.982522490053685	1.39080171084602	3302
lcl|NC_013967.1_cds_WP_004043781.1_2180	1.18556461983042	0.719074984213352	0.330342955555027	0.893044282842637	0.721360173821117	2042
lcl|NC_013967.1_cds_WP_004041751.1_2854	38.8384532334422	204.889831799206	-1.66876009126013	0.999270390895814	-2.39929073781233	476
lcl|NC_013967.1_cds_WP_004041856.1_2954	7593.15269570767	24067.0916249123	-4.8019502160734	0.999999999999995	-1.66429088494005	230
lcl|NC_013967.1_cds_WP_004043788.1_2172	5417.21210712636	7659.85233128712	-2.37564678006426	1	-0.499766000128092	392
lcl|NC_013964.1_cds_WP_004041128.1_112	4.00562367864868	4.71382380736637	-0.0838174582472389	0.224979556373542	-0.234870945909784	773
lcl|NC_013967.1_cds_WP_004043793.1_2167	67.7915402607406	328.695292159387	-2.39584161248544	1	-2.27757363802626	446
lcl|NC_013967.1_cds_WP_004043796.1_2164	271.692418194326	35.8395712453039	2.402888510104	1	2.92234902308896	323
lcl|NC_013967.1_cds_WP_004041438.1_2566	743.163243207058	1447.57050617949	-1.88705584277912	0.999999999843159	-0.961882565618601	359
lcl|NC_013967.1_cds_WP_004043797.1_2163	41.5938881179959	36.3291293617717	0.115252543588207	0.394372970864592	0.195244760133428	1142
lcl|NC_013967.1_cds_WP_004043799.1_2161	47.9152144736542	18.0580498446841	0.707284348272063	0.984788247703377	1.40784172704642	848
lcl|NC_013966.1_cds_WP_004040976.1_1064	100.025458200867	246.919781130054	-1.24473523418052	0.996606904629555	-1.30367518021039	458
lcl|NC_013967.1_cds_WP_004043431.1_2514	8.99369382010577	4.59266278116249	0.428832482848008	0.933003631384479	0.969582913204357	1421
lcl|NC_013967.1_cds_WP_004043804.1_2156	33205.3957290632	78748.649406692	-3.1538370221678	1	-1.24583748835701	305
lcl|NC_013967.1_cds_WP_004043562.1_2390	397.180314406291	1170.16579515624	-2.21153329088843	1	-1.55884692787648	374
