new	old	variable	prot	val01
HVO_RS12265	HVO_1574	de02	DNA mismatch repair protein MutT	-2.28741195804187
HVO_RS12265	HVO_1574	de04	DNA mismatch repair protein MutT	-2.01318295987596
HVO_RS12265	HVO_1574	de08	DNA mismatch repair protein MutT	-1.86881656384918
HVO_RS12280	HVO_1577	de00	TrmB family transcriptional regulator	-0.455394262926902
HVO_RS12280	HVO_1577	de02	TrmB family transcriptional regulator	-0.743859457519886
HVO_RS12280	HVO_1577	de04	TrmB family transcriptional regulator	-1.0749814703021
HVO_RS12280	HVO_1577	de08	TrmB family transcriptional regulator	-1.20857968251893
HVO_RS12280	HVO_1577	de24	TrmB family transcriptional regulator	-1.05916905283308
HVO_RS12285	HVO_1578	de02	NADH dehydrogenase	2.37340756371617
HVO_RS12300	HVO_1581	de02	cytidine deaminase	2.21065414268159
HVO_RS12300	HVO_1581	de04	cytidine deaminase	4.32362294742663
HVO_RS12300	HVO_1581	de08	cytidine deaminase	3.94072078069445
HVO_RS12300	HVO_1581	de24	cytidine deaminase	3.28623049154464
HVO_RS12310	HVO_1583	de02	hypothetical protein	-1.49045248644066
HVO_RS12310	HVO_1583	de04	hypothetical protein	-1.81404227881073
HVO_RS12335	HVO_1588	de02	cupin	-1.05002976349919
HVO_RS12345	HVO_1590	de02	molecular chaperone DnaK	1.34456804231574
HVO_RS12345	HVO_1590	de04	molecular chaperone DnaK	1.38133988422845
HVO_RS12360	HVO_1593	de02	3-isopropylmalate dehydratase	-1.82601101594736
HVO_RS12360	HVO_1593	de04	3-isopropylmalate dehydratase	-2.00391462234308
HVO_RS12375	HVO_1596	de04	hypothetical protein	-2.21504073628206
HVO_RS12390	HVO_1600	de04	hypothetical protein	2.24643000563946
HVO_RS12425	HVO_1607	de02	hypothetical protein	1.76922391098892
HVO_RS12425	HVO_1607	de04	hypothetical protein	2.24813731285477
HVO_RS12425	HVO_1607	de08	hypothetical protein	2.61786209086957
HVO_RS12425	HVO_1607	de24	hypothetical protein	2.21492227912457
HVO_RS12430	HVO_1608	de04	translation-associated GTPase	-2.56103652490695
HVO_RS12435	HVO_1609	de04	hypothetical protein	-2.51775153363745
HVO_RS12445	HVO_1611	de04	hypothetical protein	-1.2695357372582
HVO_RS12455	HVO_1613	de24	glycosyl transferase family 2	3.09813678983825
HVO_RS12475	HVO_1619	de02	hypothetical protein	3.09499445208535
HVO_RS12475	HVO_1619	de04	hypothetical protein	2.42926183702458
HVO_RS12480	HVO_1620	de02	integrase	2.36607694324402
HVO_RS12485	HVO_1621	de02	reactive intermediate/imine deaminase	-2.05940495940766
HVO_RS12485	HVO_1621	de04	reactive intermediate/imine deaminase	-2.42647074607706
HVO_RS12485	HVO_1621	de08	reactive intermediate/imine deaminase	-2.36151445933135
HVO_RS12530	HVO_1631	de02	diphthamide biosynthesis enzyme Dph2	1.91514736628652
HVO_RS12540	HVO_1633	de04	hypothetical protein	0.373536300918414
HVO_RS12540	HVO_1633	de24	hypothetical protein	0.62402420530995
HVO_RS12550	HVO_1635	de04	hypothetical protein	-2.56722477121406
HVO_RS12555	HVO_1636	de02	hypothetical protein	2.53079731737892
HVO_RS12560	HVO_1637	de02	peptidylprolyl isomerase	2.93998406861328
HVO_RS12560	HVO_1637	de04	peptidylprolyl isomerase	1.702856056703
HVO_RS12560	HVO_1637	de08	peptidylprolyl isomerase	1.56373540348441
HVO_RS12565	HVO_1638	de02	hypothetical protein	-2.39594987504903
HVO_RS12565	HVO_1638	de04	hypothetical protein	-2.1229040476094
HVO_RS12565	HVO_1638	de08	hypothetical protein	-3.06082920771826
HVO_RS12565	HVO_1638	de24	hypothetical protein	-3.26439192492042
HVO_RS12585	HVO_1641	de04	hypothetical protein	-3.73296922789748
HVO_RS12585	HVO_1641	de08	hypothetical protein	-3.2063433508304
HVO_RS12595	HVO_1643	de08	hypothetical protein	-5.4709090185501
HVO_RS12615	HVO_1647	de02	hypothetical protein	-2.97068644978107
HVO_RS12615	HVO_1647	de04	hypothetical protein	-3.00742935403441
HVO_RS12615	HVO_1647	de08	hypothetical protein	-3.65531734671692
HVO_RS12620	HVO_1648	de02	adenylate cyclase	3.97368108276125
HVO_RS12620	HVO_1648	de04	adenylate cyclase	3.85201917400572
HVO_RS12620	HVO_1648	de08	adenylate cyclase	4.27675622000244
HVO_RS12620	HVO_1648	de24	adenylate cyclase	3.61565696244881
HVO_RS12625	HVO_1649	de02	S-adenosylmethionine synthetase	3.24837721470606
HVO_RS12645	HVO_1653	de02	hypothetical protein	2.19026533657418
HVO_RS12645	HVO_1653	de04	hypothetical protein	2.11160729337659
HVO_RS12645	HVO_1653	de08	hypothetical protein	2.11028380935629
HVO_RS12655	HVO_1655	de02	thiol reductase thioredoxin	-2.51315322164756
HVO_RS12655	HVO_1655	de04	thiol reductase thioredoxin	-2.22425098026633
HVO_RS12655	HVO_1655	de08	thiol reductase thioredoxin	-2.15198358619051
HVO_RS12685	HVO_1661	de04	globin	2.43214404796123
HVO_RS12685	HVO_1661	de08	globin	1.6785765828387
HVO_RS12690	HVO_1662	de02	hypothetical protein	-1.13625576947328
HVO_RS12690	HVO_1662	de04	hypothetical protein	-0.382589056503274
HVO_RS12690	HVO_1662	de08	hypothetical protein	-0.729413723243226
HVO_RS12690	HVO_1662	de24	hypothetical protein	-1.08638143314849
HVO_RS12700	HVO_1664	de02	cyclin	-1.34732847252984
HVO_RS12700	HVO_1664	de04	cyclin	-1.81606024423884
HVO_RS12700	HVO_1664	de08	cyclin	-1.64454672275189
HVO_RS12715	HVO_1667	de02	transcriptional regulator	2.17190286691981
HVO_RS12715	HVO_1667	de04	transcriptional regulator	1.65382728928189
HVO_RS12715	HVO_1667	de08	transcriptional regulator	0.953865823076453
HVO_RS12715	HVO_1667	de24	transcriptional regulator	1.37823059418118
HVO_RS12735	HVO_1671	de02	hypothetical protein	-5.00816028347472
HVO_RS12735	HVO_1671	de04	hypothetical protein	-2.88197319723359
HVO_RS12735	HVO_1671	de08	hypothetical protein	-2.85093774036603
HVO_RS12760	HVO_1677	de02	hypothetical protein	-2.08721187572648
HVO_RS12760	HVO_1677	de04	hypothetical protein	-2.18563334110808
HVO_RS12760	HVO_1677	de08	hypothetical protein	-1.81836277976943
HVO_RS12760	HVO_1677	de24	hypothetical protein	-1.98828619202179
HVO_RS12770	HVO_1679	de02	hypothetical protein	0.893280151270184
HVO_RS12770	HVO_1679	de04	hypothetical protein	0.566022474048473
HVO_RS12770	HVO_1679	de08	hypothetical protein	0.934855297978774
HVO_RS12770	HVO_1679	de24	hypothetical protein	1.17875817719792
HVO_RS12775	HVO_1680	de02	hypothetical protein	-1.96885757272965
HVO_RS12775	HVO_1680	de04	hypothetical protein	-1.30282007562778
HVO_RS12775	HVO_1680	de08	hypothetical protein	-1.21314728818837
HVO_RS12775	HVO_1680	de24	hypothetical protein	-1.41123638395855
HVO_RS12795	HVO_1684	de02	threonine--tRNA ligase	2.82642358639949
HVO_RS12795	HVO_1684	de04	threonine--tRNA ligase	2.53365074640209
HVO_RS12795	HVO_1684	de08	threonine--tRNA ligase	2.29369388421203
HVO_RS12800	HVO_1685	de02	hypothetical protein	-3.67513302857615
HVO_RS12800	HVO_1685	de04	hypothetical protein	-2.66490838712457
HVO_RS12810	HVO_1687	de02	hypothetical protein	-2.52953236095853
HVO_RS12810	HVO_1687	de04	hypothetical protein	-2.69644804736932
HVO_RS12810	HVO_1687	de08	hypothetical protein	-2.72939260701877
HVO_RS12810	HVO_1687	de24	hypothetical protein	-2.55031925230085
HVO_RS12815	HVO_1688	de02	hypothetical protein	-2.4927678334134
HVO_RS12815	HVO_1688	de04	hypothetical protein	-2.87088227006761
HVO_RS12815	HVO_1688	de08	hypothetical protein	-2.10160130446389
HVO_RS12815	HVO_1688	de24	hypothetical protein	-4.97861714039678
HVO_RS12830	HVO_1691	de00	photosystem reaction center subunit H	1.14480325544261
HVO_RS12830	HVO_1691	de02	photosystem reaction center subunit H	0.466354182089322
HVO_RS12830	HVO_1691	de04	photosystem reaction center subunit H	1.12705830133735
HVO_RS12830	HVO_1691	de08	photosystem reaction center subunit H	1.41215869203538
HVO_RS12830	HVO_1691	de24	photosystem reaction center subunit H	1.46393674180196
HVO_RS12855	HVO_1696	de02	L-lactate permease	4.03713520710189
HVO_RS12855	HVO_1696	de04	L-lactate permease	4.55023989454375
HVO_RS12855	HVO_1696	de08	L-lactate permease	3.66407225746744
HVO_RS12895	HVO_1704	de04	hypothetical protein	3.65649873856821
HVO_RS12895	HVO_1704	de08	hypothetical protein	4.0244297946863
HVO_RS12895	HVO_1704	de24	hypothetical protein	4.13498142284738
HVO_RS12900	HVO_1705	de02	iron ABC transporter substrate-binding protein	4.10227268697176
HVO_RS12900	HVO_1705	de04	iron ABC transporter substrate-binding protein	5.70592683900837
HVO_RS12900	HVO_1705	de08	iron ABC transporter substrate-binding protein	6.04156529469187
HVO_RS12900	HVO_1705	de24	iron ABC transporter substrate-binding protein	6.02597391563548
HVO_RS12955	HVO_1716	de02	7-cyano-7-deazaguanine synthase	4.72705884405714
HVO_RS12955	HVO_1716	de04	7-cyano-7-deazaguanine synthase	5.07496348531154
HVO_RS12955	HVO_1716	de08	7-cyano-7-deazaguanine synthase	4.17581817670558
HVO_RS12955	HVO_1716	de24	7-cyano-7-deazaguanine synthase	3.30426514581715
HVO_RS12975	HVO_1720	de04	hypothetical protein	-2.14375987544521
HVO_RS12990	HVO_1723	de04	DEAD/DEAH box helicase	-1.92195385465063
HVO_RS13010	HVO_1727	de02	transcription factor	-1.38252720033766
HVO_RS13010	HVO_1727	de04	transcription factor	-1.28073183647579
HVO_RS13010	HVO_1727	de08	transcription factor	-1.21792986672311
HVO_RS13010	HVO_1727	de24	transcription factor	-1.406658222929
HVO_RS13040	HVO_1733	de02	hypothetical protein	0.898183259792665
HVO_RS13045	HVO_1734	de02	hypothetical protein	1.51566709939958
HVO_RS13065	HVO_1738	de02	calcium-binding protein	1.46342723347067
HVO_RS13065	HVO_1738	de04	calcium-binding protein	2.46974416376804
HVO_RS13065	HVO_1738	de08	calcium-binding protein	2.23930690476171
HVO_RS13070	HVO_1739	de02	hypothetical protein	2.23202431702042
HVO_RS13070	HVO_1739	de04	hypothetical protein	2.75879714975852
HVO_RS13070	HVO_1739	de08	hypothetical protein	2.77906441565788
HVO_RS13070	HVO_1739	de24	hypothetical protein	2.63111016079663
HVO_RS13075	HVO_1740	de02	hypothetical protein	2.41245115771162
HVO_RS13075	HVO_1740	de04	hypothetical protein	2.73873225572744
HVO_RS13075	HVO_1740	de08	hypothetical protein	2.70384120679641
HVO_RS13075	HVO_1740	de24	hypothetical protein	2.15197608982132
HVO_RS13085	HVO_1742	de24	hypothetical protein	1.00862232237335
HVO_RS13100	HVO_1745	de02	hypothetical protein	2.14427826650409
HVO_RS13100	HVO_1745	de04	hypothetical protein	1.1309538508158
HVO_RS13105	HVO_1746	de04	hypothetical protein	1.77587139775085
HVO_RS13105	HVO_1746	de24	hypothetical protein	2.21654286914504
HVO_RS13115	HVO_1749	de02	hypothetical protein	2.27142802504387
HVO_RS13115	HVO_1749	de04	hypothetical protein	2.19078807659726
HVO_RS13115	HVO_1749	de08	hypothetical protein	1.9444157073576
HVO_RS13115	HVO_1749	de24	hypothetical protein	1.93850121448719
HVO_RS13120	HVO_1750	de02	hypothetical protein	2.07075769380598
HVO_RS13120	HVO_1750	de04	hypothetical protein	2.05750785252315
HVO_RS13125	HVO_1751	de02	copper-translocating P-type ATPase	-2.81224179167545
HVO_RS13125	HVO_1751	de04	copper-translocating P-type ATPase	-3.65486986823228
HVO_RS13125	HVO_1751	de08	copper-translocating P-type ATPase	-4.34505081497459
HVO_RS13125	HVO_1751	de24	copper-translocating P-type ATPase	-5.98469784987925
HVO_RS13130	HVO_1752	de02	transcriptional regulator	-2.4031470138871
HVO_RS13130	HVO_1752	de04	transcriptional regulator	-2.81863639930107
HVO_RS13130	HVO_1752	de08	transcriptional regulator	-4.48201016241277
HVO_RS13130	HVO_1752	de24	transcriptional regulator	-4.42732297662429
HVO_RS13135	HVO_1753	de24	heavy metal transporter	-5.91072919965301
HVO_RS13140	HVO_1754	de02	hypothetical protein	-1.4158929935032
HVO_RS13140	HVO_1754	de04	hypothetical protein	-1.44329677639497
HVO_RS13140	HVO_1754	de08	hypothetical protein	-1.3217964418572
HVO_RS13150	HVO_1756	de02	N-acetyltransferase	-2.65040581348106
HVO_RS13150	HVO_1756	de04	N-acetyltransferase	-3.18095446254207
HVO_RS13150	HVO_1756	de08	N-acetyltransferase	-2.63274569552502
HVO_RS13155	HVO_1757	de00	terminal quinol oxidase	-1.85854666841793
HVO_RS13155	HVO_1757	de02	terminal quinol oxidase	-5.20969586564283
HVO_RS13155	HVO_1757	de04	terminal quinol oxidase	-5.22933929455157
HVO_RS13155	HVO_1757	de08	terminal quinol oxidase	-4.10073004948317
HVO_RS13155	HVO_1757	de24	terminal quinol oxidase	-3.36049625735814
HVO_RS13165	HVO_1759	de08	iron-III ABC transporter permease	3.51604004807588
HVO_RS13165	HVO_1759	de24	iron-III ABC transporter permease	3.99715573960924
HVO_RS13195	HVO_1766	de04	transcriptional regulator	1.86260042293032
HVO_RS13275	HVO_1784	de02	peptidase M20	-3.87136074123706
HVO_RS13275	HVO_1784	de04	peptidase M20	-3.07381984694185
HVO_RS13275	HVO_1784	de08	peptidase M20	-2.71182009265078
HVO_RS13290	HVO_1788	de02	ferredoxin--nitrite reductase	2.70714795165019
HVO_RS13290	HVO_1788	de04	ferredoxin--nitrite reductase	3.6177320801682
HVO_RS13290	HVO_1788	de08	ferredoxin--nitrite reductase	3.46404081987516
HVO_RS13290	HVO_1788	de24	ferredoxin--nitrite reductase	3.23652876273777
HVO_RS13295	HVO_1789	de04	hypothetical protein	1.06238494560202
HVO_RS13325	HVO_1795	de02	hypothetical protein	-5.88831081709686
HVO_RS13325	HVO_1795	de08	hypothetical protein	-6.18156469040542
HVO_RS20185	HVO_1798	de04	hypothetical protein	-2.69260267695972
HVO_RS20185	HVO_1798	de08	hypothetical protein	-2.80574655450051
HVO_RS13365	HVO_1805	de00	hypothetical protein	-5.02244964353826
HVO_RS13440	HVO_1820	de02	universal stress protein UspA	-1.73192595401886
HVO_RS13440	HVO_1820	de04	universal stress protein UspA	-1.49364973857531
HVO_RS13475	HVO_1827	de02	30S ribosomal protein S6e	1.388107168166
HVO_RS13475	HVO_1827	de04	30S ribosomal protein S6e	1.40507013377327
HVO_RS13480	HVO_1828	de00	protease La-like protein type 2	-0.653002346205688
HVO_RS13480	HVO_1828	de02	protease La-like protein type 2	-3.4530437348772
HVO_RS13480	HVO_1828	de04	protease La-like protein type 2	-3.37369199487079
HVO_RS13480	HVO_1828	de08	protease La-like protein type 2	-3.23863574283732
HVO_RS13480	HVO_1828	de24	protease La-like protein type 2	-2.93717462235387
HVO_RS13485	HVO_1829	de02	aminopeptidase	-1.84489406291618
HVO_RS13485	HVO_1829	de04	aminopeptidase	-1.53015234789412
HVO_RS20200	HVO_RS20200	de02	hypothetical protein	-0.916046565690814
HVO_RS20200	HVO_RS20200	de08	hypothetical protein	-0.679023581226614
HVO_RS13545	HVO_RS13545	de02	hypothetical protein	2.50717264581411
HVO_RS13545	HVO_RS13545	de04	hypothetical protein	2.38179512274485
HVO_RS13545	HVO_RS13545	de08	hypothetical protein	2.27927639347263
HVO_RS13550	HVO_1843	de04	hypothetical protein	1.27852202606156
HVO_RS13550	HVO_1843	de08	hypothetical protein	1.56736329141609
HVO_RS13550	HVO_1843	de24	hypothetical protein	1.46931676068395
HVO_RS13575	HVO_1849	de02	aminopeptidase	-2.59483079642218
HVO_RS13575	HVO_1849	de04	aminopeptidase	-2.53233103389242
HVO_RS13595	HVO_1853	de02	universal stress protein UspA	-4.16507989372662
HVO_RS13595	HVO_1853	de08	universal stress protein UspA	-4.45906448918081
HVO_RS13615	HVO_1857	de00	DNA-binding protein	-0.614597337976594
HVO_RS13615	HVO_1857	de02	DNA-binding protein	-1.15132865888272
HVO_RS13615	HVO_1857	de04	DNA-binding protein	-1.60568137602232
HVO_RS13615	HVO_1857	de08	DNA-binding protein	-1.70732900251557
HVO_RS13615	HVO_1857	de24	DNA-binding protein	-1.19967583252059
HVO_RS13620	HVO_1858	de02	30S ribosomal protein S19e	1.81674991435433
HVO_RS13620	HVO_1858	de04	30S ribosomal protein S19e	0.577898936391393
HVO_RS13655	HVO_1866	de02	UMP kinase	1.88888626061956
HVO_RS13655	HVO_1866	de04	UMP kinase	1.88921867363752
HVO_RS13660	HVO_1867	de02	lysine--tRNA ligase	2.3559764786336
HVO_RS13660	HVO_1867	de04	lysine--tRNA ligase	2.15049628591703
HVO_RS13670	HVO_1869	de02	hypothetical protein	-1.95409012353391
HVO_RS13670	HVO_1869	de04	hypothetical protein	-2.54929073781233
HVO_RS13670	HVO_1869	de08	hypothetical protein	-1.71874684663686
HVO_RS13670	HVO_1869	de24	hypothetical protein	-1.97638832085406
HVO_RS13700	HVO_1876	de00	hypothetical protein	-0.849277652213845
HVO_RS13700	HVO_1876	de02	hypothetical protein	-2.86228045257056
HVO_RS13700	HVO_1876	de04	hypothetical protein	-3.31774456332521
HVO_RS13700	HVO_1876	de08	hypothetical protein	-2.82409731316408
HVO_RS13700	HVO_1876	de24	hypothetical protein	-2.60341236503642
HVO_RS13705	HVO_RS13705	de02	hypothetical protein	-2.24026223562038
HVO_RS13705	HVO_RS13705	de04	hypothetical protein	-2.0772180870561
HVO_RS13705	HVO_RS13705	de08	hypothetical protein	-2.35382384717797
HVO_RS13705	HVO_RS13705	de24	hypothetical protein	-2.22122502874085
HVO_RS13750	HVO_1885	de02	potassium transporter Trk	-4.24876603023657
HVO_RS13750	HVO_1885	de04	potassium transporter Trk	-3.77589079735138
HVO_RS13750	HVO_1885	de08	potassium transporter Trk	-3.48022693348426
HVO_RS13750	HVO_1885	de24	potassium transporter Trk	-4.06823429316424
HVO_RS13770	HVO_1889	de02	hypothetical protein	-3.19156695229917
HVO_RS13770	HVO_1889	de04	hypothetical protein	-6.45850238549295
HVO_RS13790	HVO_1895	de02	serine/threonine protein kinase	2.04500899779685
HVO_RS13795	HVO_1896	de02	30S ribosomal protein S24e	1.54566244096196
HVO_RS13795	HVO_1896	de08	30S ribosomal protein S24e	0.485127326760091
HVO_RS13800	HVO_1897	de02	hypothetical protein	2.18587441116751
HVO_RS13805	HVO_1898	de02	DNA-directed RNA polymerase subunit E''	1.86213525671307
HVO_RS13805	HVO_1898	de04	DNA-directed RNA polymerase subunit E''	1.48114234815663
HVO_RS13805	HVO_1898	de24	DNA-directed RNA polymerase subunit E''	1.43504028547771
HVO_RS13810	HVO_1899	de02	DNA-directed RNA polymerase	1.4157917344919
HVO_RS13810	HVO_1899	de04	DNA-directed RNA polymerase	1.06591769124502
HVO_RS13885	HVO_1917	de02	long-chain fatty acid--CoA ligase	-2.2139172571113
HVO_RS13885	HVO_1917	de04	long-chain fatty acid--CoA ligase	-2.42510752854693
HVO_RS13885	HVO_1917	de08	long-chain fatty acid--CoA ligase	-2.20267938083829
HVO_RS13900	HVO_1920	de02	sodium-dependent transporter	2.44999154105144
HVO_RS13900	HVO_1920	de04	sodium-dependent transporter	2.7245218000046
HVO_RS13900	HVO_1920	de08	sodium-dependent transporter	2.57496492661239
HVO_RS13915	HVO_1923	de04	hypothetical protein	-1.35263291923663
HVO_RS13920	HVO_1924	de24	hypothetical protein	-6.41696947537504
HVO_RS13930	HVO_1926	de04	hypothetical protein	-2.61119423076597
HVO_RS13935	HVO_1927	de04	TIGR00341 family protein	-1.76678294039675
HVO_RS13940	HVO_1928	de04	5-formyltetrahydrofolate cyclo-ligase	-3.24432196003349
HVO_RS13945	HVO_1929	de02	DNA-binding domain-containing protein	-1.89124853530755
HVO_RS13945	HVO_1929	de04	DNA-binding domain-containing protein	-1.58385929614434
HVO_RS13950	HVO_1930A	de04	hypothetical protein	-1.98043266329258
HVO_RS13975	HVO_1935	de08	phosphoesterase	-4.32336473459569
HVO_RS13990	HVO_RS13990	de04	hypothetical protein	1.5156903896793
HVO_RS13990	HVO_RS13990	de24	hypothetical protein	1.89446845817674
HVO_RS14010	HVO_1941	de02	magnesium chelatase	-2.1997077947297
HVO_RS14010	HVO_1941	de04	magnesium chelatase	-1.79974464531649
HVO_RS14010	HVO_1941	de08	magnesium chelatase	-1.65367854766475
HVO_RS14010	HVO_1941	de24	magnesium chelatase	-1.75865275862378
HVO_RS14020	HVO_1943	de02	transglutaminase	-3.41006158454812
HVO_RS14020	HVO_1943	de04	transglutaminase	-2.4407182509474
HVO_RS14035	HVO_1946	de02	translation initiation factor	0.65363359235903
HVO_RS14035	HVO_1946	de04	translation initiation factor	0.892409606685815
HVO_RS14035	HVO_1946	de08	translation initiation factor	0.976973172943384
HVO_RS14035	HVO_1946	de24	translation initiation factor	1.17256801512306
HVO_RS14060	HVO_1951	de00	hypothetical protein	-1.64876656007637
HVO_RS14060	HVO_1951	de02	hypothetical protein	-3.23270060313925
HVO_RS14060	HVO_1951	de04	hypothetical protein	-3.0066952774543
HVO_RS14060	HVO_1951	de08	hypothetical protein	-2.86939243119778
HVO_RS14060	HVO_1951	de24	hypothetical protein	-1.87546184733648
HVO_RS14075	HVO_1954	de00	ribosomal-protein-alanine N-acetyltransferase RimI	-2.58504145002939
HVO_RS14075	HVO_1954	de02	ribosomal-protein-alanine N-acetyltransferase RimI	-5.04757972351928
HVO_RS14080	HVO_1955	de02	aconitate hydratase	1.40062678910158
HVO_RS14085	HVO_1956	de02	deoxyuridine 5'-triphosphate nucleotidohydrolase	3.25076715200441
HVO_RS14110	HVO_1962	de02	hypothetical protein	-2.04639215948135
HVO_RS14110	HVO_1962	de04	hypothetical protein	-2.14631074015171
HVO_RS14120	HVO_1964	de04	photosystem reaction center subunit H	2.12750881718128
HVO_RS14120	HVO_1964	de08	photosystem reaction center subunit H	1.81442788631324
HVO_RS14120	HVO_1964	de24	photosystem reaction center subunit H	2.05175704940894
HVO_RS14125	HVO_1965	de02	DNA-binding protein	1.85663690681564
HVO_RS14125	HVO_1965	de04	DNA-binding protein	2.36435141490171
HVO_RS14125	HVO_1965	de08	DNA-binding protein	2.0295683224511
HVO_RS14125	HVO_1965	de24	DNA-binding protein	2.1705818022323
HVO_RS14170	HVO_1974	de00	hypothetical protein	-1.65692280244002
HVO_RS14170	HVO_1974	de02	hypothetical protein	-2.11884710481601
HVO_RS14170	HVO_1974	de04	hypothetical protein	-3.12567641622154
HVO_RS14170	HVO_1974	de08	hypothetical protein	-2.58922300294955
HVO_RS14170	HVO_1974	de24	hypothetical protein	-1.37952450800649
HVO_RS14175	HVO_1975	de02	preprotein translocase subunit SecF	2.07557615179807
HVO_RS14175	HVO_1975	de04	preprotein translocase subunit SecF	2.02819679758895
HVO_RS14180	HVO_1976	de02	preprotein translocase subunit SecD	3.09180847454058
HVO_RS14180	HVO_1976	de04	preprotein translocase subunit SecD	2.44797114679168
HVO_RS14185	HVO_1977	de00	hypothetical protein	-1.31507083020746
HVO_RS14185	HVO_1977	de02	hypothetical protein	-2.18732922706618
HVO_RS14185	HVO_1977	de04	hypothetical protein	-1.81429088494005
HVO_RS14185	HVO_1977	de08	hypothetical protein	-2.01512751312507
HVO_RS14185	HVO_1977	de24	hypothetical protein	-2.11281697584246
HVO_RS14205	HVO_1981	de02	hypothetical protein	5.4009821657408
HVO_RS14205	HVO_1981	de04	hypothetical protein	4.49707558087651
HVO_RS14205	HVO_1981	de08	hypothetical protein	3.53582541328313
HVO_RS14205	HVO_1981	de24	hypothetical protein	2.64052895524636
HVO_RS14225	HVO_RS14225	de24	hypothetical protein	-7.49495229932637
HVO_RS14260	HVO_1991	de08	iron ABC transporter substrate-binding protein	3.11704797254849
HVO_RS14260	HVO_1991	de24	iron ABC transporter substrate-binding protein	3.53255461737489
HVO_RS14265	HVO_1992	de00	cold-shock protein	-0.680632778210061
HVO_RS14265	HVO_1992	de02	cold-shock protein	-2.8218268040969
HVO_RS14265	HVO_1992	de04	cold-shock protein	-3.51078966885358
HVO_RS14265	HVO_1992	de08	cold-shock protein	-3.64453057457647
HVO_RS14265	HVO_1992	de24	cold-shock protein	-4.04378818926621
HVO_RS14275	HVO_1994	de04	hypothetical protein	-3.28966842843928
HVO_RS14280	HVO_1995	de04	hypothetical protein	-2.53696883116942
HVO_RS14340	HVO_2007	de02	hypothetical protein	-1.67082397829378
HVO_RS14360	HVO_2011	de02	hypothetical protein	-0.947900013541877
HVO_RS14360	HVO_2011	de04	hypothetical protein	-0.731876147263326
HVO_RS14365	HVO_2012	de02	sensor histidine kinase	-1.84689582819186
HVO_RS14365	HVO_2012	de04	sensor histidine kinase	-2.24322837494972
HVO_RS14365	HVO_2012	de08	sensor histidine kinase	-1.72607265486304
HVO_RS14365	HVO_2012	de24	sensor histidine kinase	-1.77611278968318
HVO_RS14375	HVO_2014	de04	hypothetical protein	-4.03228864818588
HVO_RS14385	HVO_2016	de02	hypothetical protein	-2.36509753608597
HVO_RS14390	HVO_2017	de02	hypothetical protein	-2.46573950399465
HVO_RS14390	HVO_2017	de04	hypothetical protein	-2.81150813057503
HVO_RS14390	HVO_2017	de08	hypothetical protein	-2.67420369927422
HVO_RS14395	HVO_2018	de24	hypothetical protein	-0.667582011431367
HVO_RS14410	HVO_2020	de04	hypothetical protein	3.43192132476171
HVO_RS14410	HVO_2020	de08	hypothetical protein	3.55351727703003
HVO_RS14415	HVO_2021	de02	hypothetical protein	1.48532069751543
HVO_RS14415	HVO_2021	de04	hypothetical protein	2.57732908962667
HVO_RS14415	HVO_2021	de08	hypothetical protein	2.31538129368532
HVO_RS14415	HVO_2021	de24	hypothetical protein	2.3210894062685
HVO_RS14460	HVO_2029	de02	AsnC family transcriptional regulator	1.84057544748235
HVO_RS14460	HVO_2029	de04	AsnC family transcriptional regulator	1.56144284730139
HVO_RS14460	HVO_2029	de08	AsnC family transcriptional regulator	1.45683668651927
HVO_RS14460	HVO_2029	de24	AsnC family transcriptional regulator	1.57491273334889
HVO_RS14490	HVO_2036	de08	hypothetical protein	-1.04127563457304
HVO_RS14495	HVO_2037	de00	hypothetical protein	-2.17187793025761
HVO_RS14495	HVO_2037	de02	hypothetical protein	-4.44519660019503
HVO_RS14495	HVO_2037	de04	hypothetical protein	-5.03620950237233
HVO_RS14495	HVO_2037	de08	hypothetical protein	-5.25820498301258
HVO_RS14495	HVO_2037	de24	hypothetical protein	-4.79604204641485
HVO_RS14505	HVO_2038	de08	iron ABC transporter substrate-binding protein	2.92581273988314
HVO_RS14505	HVO_2038	de24	iron ABC transporter substrate-binding protein	4.75219499263112
HVO_RS14515	HVO_2040	de04	nucleoside-diphosphate sugar epimerase	1.53634128376594
HVO_RS14515	HVO_2040	de08	nucleoside-diphosphate sugar epimerase	1.50566031353826
HVO_RS14515	HVO_2040	de24	nucleoside-diphosphate sugar epimerase	1.53642179014259
HVO_RS14555	HVO_2048	de02	mannosyltransferase B	0.909294239736425
HVO_RS14555	HVO_2048	de04	mannosyltransferase B	1.02463380123512
HVO_RS14555	HVO_2048	de08	mannosyltransferase B	0.944228563591428
HVO_RS14560	HVO_2049	de02	rhamnosyl transferase-like protein	0.757409585156485
HVO_RS14560	HVO_2049	de04	rhamnosyl transferase-like protein	1.06690574828585
HVO_RS14560	HVO_2049	de08	rhamnosyl transferase-like protein	0.939202131593059
HVO_RS20240	HVO_2055	de04	polysaccharide biosynthesis protein	1.10190318841166
HVO_RS20240	HVO_2055	de08	polysaccharide biosynthesis protein	0.892015404549219
HVO_RS14580	HVO_2056	de02	dTDP-4-dehydrorhamnose 3,5-epimerase	1.05551109779015
HVO_RS14580	HVO_2056	de04	dTDP-4-dehydrorhamnose 3,5-epimerase	1.82776438592475
