new	old	variable	prot	val
HVO_RS20080	HVO_RS20080	de00	hypothetical protein	0.939939817925786
HVO_RS20080	HVO_RS20080	de24	hypothetical protein	0.596141353383548
HVO_RS02560	HVO_A0156	de02	acetyl-coenzyme A synthetase	-2.19059966971573
HVO_RS02560	HVO_A0156	de04	acetyl-coenzyme A synthetase	-1.75689092010855
HVO_RS02420	HVO_A0121	de02	transcriptional regulator	1.01626485359293
HVO_RS03685	HVO_A0413	de02	transcriptional regulator	1.10322890101607
HVO_RS03130	HVO_A0288	de08	3-oxoacyl-ACP reductase	1.49101749719829
HVO_RS03130	HVO_A0288	de24	3-oxoacyl-ACP reductase	1.57649314341031
HVO_RS02780	HVO_A0210	de00	CRISPR-associated protein Cas4	1.37487348428909
HVO_RS03490	HVO_A0367	de02	IS4 family transposase	1.44603941260478
HVO_RS03490	HVO_A0367	de04	IS4 family transposase	1.44586113514154
HVO_RS19920	HVO_A0349	de02	ISH3 family transposase ISHvo22	2.13483339999368
HVO_RS19920	HVO_A0349	de08	ISH3 family transposase ISHvo22	1.94640833855711
HVO_RS02280	HVO_A0089	de04	hypothetical protein	0.876966469814642
HVO_RS03110	HVO_A0284	de08	sugar ABC transporter permease	1.29394853970381
HVO_RS02245	HVO_A0082	de00	ArcR family transcription regulator	1.36470493654693
HVO_RS02245	HVO_A0082	de02	ArcR family transcription regulator	1.23981086084064
HVO_RS03470	HVO_A0362	de02	PQQ repeat protein	1.95792422384909
HVO_RS03470	HVO_A0362	de04	PQQ repeat protein	1.91974123758286
HVO_RS03470	HVO_A0362	de24	PQQ repeat protein	1.92053612625878
HVO_RS04560	HVO_A0605	de24	NADH-ubiquinone oxidoreductase	-1.60579632101258
HVO_RS03765	HVO_A0431	de02	IS4 family transposase	1.98935373737971
HVO_RS03765	HVO_A0431	de08	IS4 family transposase	1.77690934218541
HVO_RS03765	HVO_A0431	de24	IS4 family transposase	1.53846156969177
HVO_RS02905	HVO_A0237	de08	hypothetical protein	1.87860644276041
HVO_RS02065	HVO_A0043	de02	cationic amino acid transporter	2.33428796147684
HVO_RS02065	HVO_A0043	de08	cationic amino acid transporter	2.15115029150383
HVO_RS20015	HVO_A0426	de02	ABC transporter ATP-binding protein	1.44490415497311
HVO_RS20015	HVO_A0426	de04	ABC transporter ATP-binding protein	1.61621098441092
HVO_RS20015	HVO_A0426	de08	ABC transporter ATP-binding protein	1.56692206497844
HVO_RS20015	HVO_A0426	de24	ABC transporter ATP-binding protein	1.65533783812602
HVO_RS03695	HVO_A0415	de08	cyclase	1.15885615005852
HVO_RS03605	HVO_A0392	de02	hypothetical protein	1.5911507180476
HVO_RS03605	HVO_A0392	de04	hypothetical protein	1.92644518555761
HVO_RS03605	HVO_A0392	de08	hypothetical protein	1.85698996029314
HVO_RS02515	HVO_A0147	de04	ABC transporter permease	2.3477678230118
HVO_RS02515	HVO_A0147	de08	ABC transporter permease	2.28064574364096
HVO_RS02515	HVO_A0147	de24	ABC transporter permease	1.94283672834284
HVO_RS02375	HVO_A0108	de24	hypothetical protein	-3.41605961957529
HVO_RS02310	HVO_A0095	de02	amidohydrolase	1.12222675227672
HVO_RS03860	HVO_A0454	de04	hypothetical protein	1.27503903721816
HVO_RS04100	HVO_A0506	de08	transcriptional regulator	-3.21519629956514
HVO_RS04100	HVO_A0506	de24	transcriptional regulator	-2.50774722987142
HVO_RS04610	HVO_A0617	de02	multidrug DMT transporter	-1.37965070269774
HVO_RS02435	HVO_A0126	de04	integrase	1.61046146462445
HVO_RS02435	HVO_A0126	de24	integrase	1.8360687054766
HVO_RS02860	HVO_A0228	de00	phosphatase	-1.77768652797178
HVO_RS03285	HVO_A0320	de00	hypothetical protein	-1.55710129416534
HVO_RS03285	HVO_A0320	de02	hypothetical protein	-1.57239111518249
HVO_RS03285	HVO_A0320	de04	hypothetical protein	-1.56596741111466
HVO_RS03285	HVO_A0320	de08	hypothetical protein	-1.53373633130497
HVO_RS03285	HVO_A0320	de24	hypothetical protein	-1.32639375773911
HVO_RS03495	HVO_A0368	de00	toxin	2.8964231444911
HVO_RS03495	HVO_A0368	de24	toxin	2.35974710611182
HVO_RS03590	HVO_RS03590	de02	hypothetical protein	0.406111767031288
HVO_RS03600	HVO_A0391	de04	hypothetical protein	1.95369238189809
HVO_RS03665	HVO_A0405	de08	hypothetical protein	-1.30929229166647
HVO_RS02185	HVO_A0068	de04	hypothetical protein	1.55223664559172
HVO_RS02185	HVO_A0068	de24	hypothetical protein	1.78684471172664
HVO_RS01905	HVO_A0009	de02	hypothetical protein	-1.00139657800266
HVO_RS01905	HVO_A0009	de08	hypothetical protein	-1.00705360782767
HVO_RS01905	HVO_A0009	de24	hypothetical protein	-0.818002480837568
HVO_RS01950	HVO_RS01950	de02	hypothetical protein	0.759638649915718
HVO_RS01950	HVO_RS01950	de04	hypothetical protein	0.647252070288683
HVO_RS01950	HVO_RS01950	de24	hypothetical protein	0.879717870276335
HVO_RS02415	HVO_A0120	de02	hypothetical protein	0.903971380369686
HVO_RS03845	HVO_RS03845	de02	hypothetical protein	0.540060785138494
HVO_RS03845	HVO_RS03845	de04	hypothetical protein	-0.716523233299598
HVO_RS03845	HVO_RS03845	de24	hypothetical protein	-1.23131165503875
HVO_RS19720	HVO_RS19720	de00	hypothetical protein	1.42750568736114
HVO_RS19805	HVO_RS19805	de00	hypothetical protein	1.21073924318394
HVO_RS19805	HVO_RS19805	de24	hypothetical protein	0.986439740710183
HVO_RS19940	HVO_A0359	de00	hypothetical protein	-4.17212569989411
HVO_RS19780	HVO_A0102	de04	hypothetical protein	0.700532284513686
HVO_RS19780	HVO_A0102	de08	hypothetical protein	0.67245338636519
HVO_RS19955	HVO_RS19955	de02	hypothetical protein	-1.29737031507065
HVO_RS19955	HVO_RS19955	de04	hypothetical protein	-1.93546597767467
HVO_RS05125	HVO_RS05125	de02	hypothetical protein	-0.761411188712864
HVO_RS05125	HVO_RS05125	de24	hypothetical protein	-0.782473873217404
HVO_RS06650	HVO_0405	de00	hypothetical protein	-1.90054461345876
HVO_RS06650	HVO_0405	de08	hypothetical protein	-2.62318025738169
HVO_RS06650	HVO_0405	de24	hypothetical protein	-2.56361647604386
HVO_RS06675	HVO_RS06675	de02	hypothetical protein	-1.26292345856733
HVO_RS06675	HVO_RS06675	de24	hypothetical protein	-1.92675763824915
HVO_RS06680	HVO_RS06680	de02	SLC13 family permease	-2.23419191729699
HVO_RS06680	HVO_RS06680	de04	SLC13 family permease	-1.71167916874863
HVO_RS06680	HVO_RS06680	de08	SLC13 family permease	-1.8090911646487
HVO_RS07375	HVO_0556	de24	IS110 family transposase	-0.893329487126021
HVO_RS07960	HVO_RS07960	de02	cupin	-2.57954174454717
HVO_RS08125	HVO_RS08125	de02	shikimate dehydrogenase	-1.68805983381278
HVO_RS20120	HVO_0864A	de02	HNH endonuclease	1.41008804283152
HVO_RS20120	HVO_0864A	de24	HNH endonuclease	1.78601905353493
HVO_RS09115	HVO_0922	de08	IS4 family transposase	1.05859184879911
HVO_RS09135	HVO_RS09135	de02	hypothetical protein	1.14410001182141
HVO_RS09875	HVO_1078	de02	nodulation protein	-3.01370972830041
HVO_RS09875	HVO_1078	de04	nodulation protein	-1.7306202546704
HVO_RS09875	HVO_1078	de08	nodulation protein	-2.03821775666053
HVO_RS10235	HVO_1151	de00	transposase	-0.744859443273969
HVO_RS10805	HVO_RS10805	de02	hypothetical protein	-1.43293525220797
HVO_RS10805	HVO_RS10805	de04	hypothetical protein	-1.37018349356133
HVO_RS10805	HVO_RS10805	de08	hypothetical protein	-1.20648164119526
HVO_RS20135	HVO_1418	de04	chromosomal protein MC1	-1.35632545994862
HVO_RS20135	HVO_1418	de08	chromosomal protein MC1	-2.00984527315434
HVO_RS20135	HVO_1418	de24	chromosomal protein MC1	-1.75334609440691
HVO_RS12025	HVO_RS12025	de02	IS4 family transposase	1.3559764786336
HVO_RS12025	HVO_RS12025	de08	IS4 family transposase	1.61089918947269
HVO_RS12705	HVO_1665	de08	hypothetical protein	-0.678397642072253
HVO_RS20210	HVO_1919	de00	hypothetical protein	1.47497576194393
HVO_RS20220	HVO_RS20220	de04	hypothetical protein	-3.21226360659971
HVO_RS20220	HVO_RS20220	de08	hypothetical protein	-1.53142661429936
HVO_RS20225	HVO_RS20225	de00	hypothetical protein	-1.15137336415997
HVO_RS14455	HVO_2030	de02	hybrid sensor histidine kinase/response regulator	1.61693547228608
HVO_RS14455	HVO_2030	de04	hybrid sensor histidine kinase/response regulator	1.30068628709005
HVO_RS14455	HVO_2030	de08	hybrid sensor histidine kinase/response regulator	1.53312721519148
HVO_RS14455	HVO_2030	de24	hybrid sensor histidine kinase/response regulator	1.6247585681429
HVO_RS14675	HVO_2076	de02	hypothetical protein	-1.44660445050631
HVO_RS14675	HVO_2076	de08	hypothetical protein	-1.82149612753328
HVO_RS14685	HVO_2077	de24	hypothetical protein	-2.25584863027178
HVO_RS15750	HVO_2296	de04	hypothetical protein	-1.21504073628206
HVO_RS15750	HVO_2296	de24	hypothetical protein	-3.79184333457086
HVO_RS16355	HVO_RS16355	de02	hypothetical protein	1.87807701552314
HVO_RS16460	HVO_2442	de00	peptide ABC transporter permease	-1.49825768388732
HVO_RS16460	HVO_2442	de08	peptide ABC transporter permease	-1.30594768151828
HVO_RS16700	HVO_RS16700	de04	HPP family protein	-2.27978432585189
HVO_RS16700	HVO_RS16700	de24	HPP family protein	-4.73837884567426
HVO_RS20300	HVO_RS20300	de04	hypothetical protein	-1.62672824912475
HVO_RS17675	HVO_2687	de24	hypothetical protein	-1.19684516807218
HVO_RS17820	HVO_RS17820	de08	hypothetical protein	-1.69343355735709
HVO_RS18080	HVO_2768	de08	hypothetical protein	-2.47847471620587
HVO_RS19650	HVO_2799	de08	hypothetical protein	-2.30594768151828
HVO_RS18855	HVO_2926	de08	amidohydrolase	-1.72906951880967
HVO_RS18855	HVO_2926	de24	amidohydrolase	-1.76431496422525
HVO_RS20320	HVO_RS20320	de04	hypothetical protein	-0.924725772992092
HVO_RS20320	HVO_RS20320	de08	hypothetical protein	-0.835058122349714
HVO_RS20320	HVO_RS20320	de24	hypothetical protein	-1.67407789349179
HVO_RS18330	HVO_2819	de04	integrase	1.6944700543845
HVO_RS20150	HVO_1523	de24	agl cluster protein AglQ	1.0846513347231
HVO_RS20155	HVO_1523A	de24	glycosyl transferase	0.904775668756284
HVO_RS20160	HVO_1524	de24	agl cluster protein AglR	1.16211012127871
HVO_RS20165	HVO_1526	de08	hypothetical protein	0.915244543883679
HVO_RS12035	HVO_1527	de00	UTP--glucose-1-phosphate uridylyltransferase	1.24024515059797
HVO_RS12060	HVO_1532	de04	DUF368 domain-containing protein	-1.75697762890144
HVO_RS12065	HVO_1534	de02	S-adenosylmethionine-dependent methyltransferase	-1.31791918411034
HVO_RS12065	HVO_1534	de04	S-adenosylmethionine-dependent methyltransferase	-0.982224552713686
HVO_RS12075	HVO_1536	de08	phosphoglycolate phosphatase	-2.01512169223412
HVO_RS12075	HVO_1536	de24	phosphoglycolate phosphatase	-2.73415254157594
HVO_RS12115	HVO_1544	de02	PTS mannose transporter subunit IID	-1.59683600068192
HVO_RS12115	HVO_1544	de08	PTS mannose transporter subunit IID	-1.42909281756086
HVO_RS12115	HVO_1544	de24	PTS mannose transporter subunit IID	-1.3019707394808
HVO_RS12120	HVO_1545	de08	dihydroxyacetone kinase subunit L	-1.02106025629193
HVO_RS12120	HVO_1545	de24	dihydroxyacetone kinase subunit L	-0.96740054323092
HVO_RS12125	HVO_1546	de04	dihydroxyacetone kinase subunit DhaK	-1.42287711942331
HVO_RS12125	HVO_1546	de08	dihydroxyacetone kinase subunit DhaK	-1.14131930596976
HVO_RS12125	HVO_1546	de24	dihydroxyacetone kinase subunit DhaK	-1.09116805141785
HVO_RS12130	HVO_1547	de02	isoleucine--tRNA ligase	1.58502705000641
HVO_RS12135	HVO_1548	de02	hypothetical protein	-1.67261982957392
HVO_RS12135	HVO_1548	de04	hypothetical protein	-1.2052519850706
HVO_RS12135	HVO_1548	de08	hypothetical protein	-1.29777171263039
HVO_RS12140	HVO_1549	de02	hypothetical protein	-1.26232112064174
HVO_RS12150	HVO_1551	de08	hypothetical protein	-2.06106850887374
HVO_RS12150	HVO_1551	de24	hypothetical protein	-1.41034046991653
HVO_RS12165	HVO_1554	de02	conjugal transfer protein TraB	1.18746722357992
HVO_RS12165	HVO_1554	de04	conjugal transfer protein TraB	1.6944700543845
HVO_RS12175	HVO_1556	de02	hypothetical protein	-0.644608078376552
HVO_RS12190	HVO_1559	de08	transcriptional regulator	1.54970599939516
HVO_RS12210	HVO_1564	de04	hypothetical protein	1.78383966944057
HVO_RS12210	HVO_1564	de24	hypothetical protein	1.75783860715209
HVO_RS12220	HVO_1566	de04	hypothetical protein	1.46125351172577
HVO_RS12220	HVO_1566	de08	hypothetical protein	1.71834408127992
HVO_RS12230	HVO_1568	de02	alpha/beta hydrolase	-1.79339122033075
HVO_RS12230	HVO_1568	de04	alpha/beta hydrolase	-1.65515200279976
HVO_RS12230	HVO_1568	de08	alpha/beta hydrolase	-1.4729046254036
HVO_RS12235	HVO_1569	de00	hypothetical protein	1.22697914023216
HVO_RS12235	HVO_1569	de02	hypothetical protein	-1.12325257699724
HVO_RS12245	HVO_1571	de04	DNA topoisomerase VI subunit B	1.85285841238233
HVO_RS12245	HVO_1571	de08	DNA topoisomerase VI subunit B	1.73118856864185
HVO_RS12245	HVO_1571	de24	DNA topoisomerase VI subunit B	1.65676110188849
HVO_RS12260	HVO_RS12260	de02	hypothetical protein	-1.66947648062605
HVO_RS12265	HVO_1574	de24	DNA mismatch repair protein MutT	-1.30863561366864
HVO_RS12275	HVO_1576	de04	nucleoside-diphosphate sugar epimerase	1.34150319850497
HVO_RS12275	HVO_1576	de08	nucleoside-diphosphate sugar epimerase	1.0111076868047
HVO_RS12285	HVO_1578	de04	NADH dehydrogenase	1.41690018412404
HVO_RS12290	HVO_1579	de02	uridine phosphorylase	1.37758398727857
HVO_RS12310	HVO_1583	de08	hypothetical protein	-1.53000940953994
HVO_RS12310	HVO_1583	de24	hypothetical protein	-1.99700255108163
HVO_RS12315	HVO_1584	de02	N-acetyltransferase	-2.46031074207499
HVO_RS12315	HVO_1584	de04	N-acetyltransferase	-2.14167974617553
HVO_RS12315	HVO_1584	de08	N-acetyltransferase	-2.10956841826408
HVO_RS12315	HVO_1584	de24	N-acetyltransferase	-2.18395611345808
HVO_RS12320	HVO_1585	de24	acetyl-CoA synthetase	1.81269832341543
HVO_RS12335	HVO_1588	de24	cupin	-1.13360819587009
HVO_RS12345	HVO_1590	de08	molecular chaperone DnaK	1.05058666547874
HVO_RS12345	HVO_1590	de24	molecular chaperone DnaK	0.969148426387025
HVO_RS12360	HVO_1593	de08	3-isopropylmalate dehydratase	-1.43012883233441
HVO_RS12360	HVO_1593	de24	3-isopropylmalate dehydratase	-1.00140567484805
HVO_RS12370	HVO_1595	de24	hypothetical protein	-2.09840657424654
HVO_RS12375	HVO_1596	de02	hypothetical protein	-1.69315402618057
HVO_RS12375	HVO_1596	de08	hypothetical protein	-2.30594768151828
HVO_RS12375	HVO_1596	de24	hypothetical protein	-2.24812381608159
HVO_RS12380	HVO_1597	de04	hypothetical protein	-2.53268852264098
HVO_RS12390	HVO_1600	de02	hypothetical protein	1.71257613128002
HVO_RS12390	HVO_1600	de08	hypothetical protein	1.72732877966085
HVO_RS12390	HVO_1600	de24	hypothetical protein	2.12277389620603
HVO_RS12400	HVO_1602	de02	nitrate ABC transporter permease	1.82577530288042
HVO_RS12400	HVO_1602	de04	nitrate ABC transporter permease	1.90395050225686
HVO_RS12410	HVO_1604	de04	aspartate aminotransferase	-2.21179878581175
HVO_RS12425	HVO_1607	de00	hypothetical protein	1.18636451240986
HVO_RS12430	HVO_1608	de02	translation-associated GTPase	-2.12414381777724
HVO_RS12430	HVO_1608	de08	translation-associated GTPase	-2.04018680347771
HVO_RS12435	HVO_1609	de02	hypothetical protein	-1.77446662858205
HVO_RS12435	HVO_1609	de08	hypothetical protein	-1.97859997273077
HVO_RS12440	HVO_1610	de02	hypothetical protein	-1.29949042018609
HVO_RS12445	HVO_1611	de00	hypothetical protein	-0.856088179299413
HVO_RS12445	HVO_1611	de02	hypothetical protein	-0.913112027044987
HVO_RS12445	HVO_1611	de24	hypothetical protein	-1.01837966920661
HVO_RS12450	HVO_1612	de08	hypothetical protein	1.49088311476146
HVO_RS12455	HVO_1613	de02	glycosyl transferase family 2	1.84722221200824
HVO_RS12455	HVO_1613	de04	glycosyl transferase family 2	2.24450934514695
HVO_RS12455	HVO_1613	de08	glycosyl transferase family 2	2.30493115201469
HVO_RS12475	HVO_1619	de08	hypothetical protein	1.74811185327103
HVO_RS12480	HVO_1620	de04	integrase	2.04685132363767
HVO_RS12480	HVO_1620	de08	integrase	1.65308257286054
HVO_RS12485	HVO_1621	de24	reactive intermediate/imine deaminase	-1.31030025349824
HVO_RS12495	HVO_1624	de04	hypothetical protein	-2.21336601992884
HVO_RS12530	HVO_1631	de04	diphthamide biosynthesis enzyme Dph2	1.19121190714049
HVO_RS12540	HVO_1633	de00	hypothetical protein	0.366518021612453
HVO_RS12550	HVO_1635	de02	hypothetical protein	-1.7634249572676
HVO_RS12550	HVO_1635	de08	hypothetical protein	-1.85006827036518
HVO_RS12555	HVO_1636	de08	hypothetical protein	1.46209973053237
HVO_RS12560	HVO_1637	de24	peptidylprolyl isomerase	1.09322408589832
HVO_RS12565	HVO_1638	de00	hypothetical protein	-1.23691662126988
HVO_RS12580	HVO_RS12580	de08	hypothetical protein	-4.18634821721711
HVO_RS12580	HVO_RS12580	de24	hypothetical protein	-4.12089131441387
HVO_RS12585	HVO_1641	de02	hypothetical protein	-2.1813168948087
HVO_RS12585	HVO_1641	de24	hypothetical protein	-1.40964653710572
HVO_RS12595	HVO_1643	de24	hypothetical protein	-5.4211149183265
HVO_RS12615	HVO_1647	de24	hypothetical protein	-2.70540733684679
HVO_RS12620	HVO_1648	de00	adenylate cyclase	3.27073367950695
HVO_RS12625	HVO_1649	de04	S-adenosylmethionine synthetase	1.37712247511373
HVO_RS12625	HVO_1649	de08	S-adenosylmethionine synthetase	1.7974764076777
HVO_RS12640	HVO_1652	de02	hypothetical protein	1.40908542327424
HVO_RS12640	HVO_1652	de04	hypothetical protein	1.30462412336281
HVO_RS12645	HVO_1653	de24	hypothetical protein	1.42587342015903
HVO_RS12655	HVO_1655	de00	thiol reductase thioredoxin	-1.91454179881031
HVO_RS12655	HVO_1655	de24	thiol reductase thioredoxin	-1.63152269164693
HVO_RS12665	HVO_1657	de02	phosphoribosylamine--glycine ligase	1.8579749040948
HVO_RS12665	HVO_1657	de08	phosphoribosylamine--glycine ligase	1.63168416318944
HVO_RS12670	HVO_1658	de04	acetyltransferase	-1.79945256584408
HVO_RS12670	HVO_1658	de08	acetyltransferase	-1.71302328008019
HVO_RS12675	HVO_1659	de02	mechanosensitive ion channel protein MscS	-1.368653313976
HVO_RS12680	HVO_1660	de08	hypothetical protein	-1.24932711083446
HVO_RS12685	HVO_1661	de24	globin	1.53847935513819
HVO_RS12700	HVO_1664	de24	cyclin	-0.884880597795991
HVO_RS12735	HVO_1671	de24	hypothetical protein	-3.73444590841213
HVO_RS12740	HVO_1672	de04	hypothetical protein	-2.63966772382441
HVO_RS12755	HVO_1676	de02	transcription initiation factor IIB 2	-1.0286440186677
HVO_RS12755	HVO_1676	de04	transcription initiation factor IIB 2	-0.834818720489294
HVO_RS12755	HVO_1676	de08	transcription initiation factor IIB 2	-1.15160824122971
HVO_RS12755	HVO_1676	de24	transcription initiation factor IIB 2	-0.972999659798818
HVO_RS12765	HVO_1678	de04	translation initiation factor IF-2 subunit beta	0.834083792780556
HVO_RS12765	HVO_1678	de24	translation initiation factor IF-2 subunit beta	1.12497386806438
HVO_RS12770	HVO_1679	de00	hypothetical protein	0.575953070892414
HVO_RS12775	HVO_1680	de00	hypothetical protein	-0.743023143615769
HVO_RS12795	HVO_1684	de24	threonine--tRNA ligase	2.03027116515622
HVO_RS12800	HVO_1685	de08	hypothetical protein	-2.55757141870376
HVO_RS12800	HVO_1685	de24	hypothetical protein	-3.50599137346659
HVO_RS12810	HVO_1687	de00	hypothetical protein	-1.105357072193
HVO_RS12815	HVO_1688	de00	hypothetical protein	-0.856608904177192
HVO_RS12845	HVO_1694	de04	hypothetical protein	-1.47021025562327
HVO_RS12855	HVO_1696	de24	L-lactate permease	2.91229051870272
HVO_RS12885	HVO_1702	de02	hypothetical protein	-0.955949248053717
HVO_RS12890	HVO_1703	de02	ATP-dependent helicase	-2.33985720952717
HVO_RS12890	HVO_1703	de04	ATP-dependent helicase	-1.54663941771317
HVO_RS12890	HVO_1703	de08	ATP-dependent helicase	-1.5155204361929
HVO_RS12890	HVO_1703	de24	ATP-dependent helicase	-2.07010767537504
HVO_RS12920	HVO_1709	de04	MFS transporter	-1.70902889404169
HVO_RS12920	HVO_1709	de08	MFS transporter	-1.35449401586521
HVO_RS12920	HVO_1709	de24	MFS transporter	-1.83928000983117
HVO_RS12930	HVO_1711	de02	glucoamylase	-1.4244958356102
HVO_RS12955	HVO_1716	de00	7-cyano-7-deazaguanine synthase	2.06110658178949
HVO_RS12960	HVO_1717	de02	radical SAM protein	1.3559764786336
HVO_RS12965	HVO_1718	de02	6-carboxy-5,6,7,8-tetrahydropterin synthase	2.15358992135991
HVO_RS12965	HVO_1718	de04	6-carboxy-5,6,7,8-tetrahydropterin synthase	2.55368541487986
HVO_RS12975	HVO_1720	de02	hypothetical protein	-1.58863396909249
HVO_RS12975	HVO_1720	de08	hypothetical protein	-1.34080570420927
HVO_RS12975	HVO_1720	de24	hypothetical protein	-3.71772328034732
HVO_RS12990	HVO_1723	de08	DEAD/DEAH box helicase	-1.46696232063746
HVO_RS12995	HVO_1724	de02	hypothetical protein	-1.74631801172364
HVO_RS12995	HVO_1724	de04	hypothetical protein	-1.59170406945681
HVO_RS12995	HVO_1724	de08	hypothetical protein	-1.77236252790306
HVO_RS13005	HVO_1726	de04	hypothetical protein	1.21609035262065
HVO_RS13005	HVO_1726	de08	hypothetical protein	1.42574643232758
HVO_RS13010	HVO_1727	de00	transcription factor	-0.59734187418885
HVO_RS13045	HVO_1734	de04	hypothetical protein	0.922800567025289
HVO_RS13045	HVO_1734	de08	hypothetical protein	0.842388581770841
HVO_RS13050	HVO_1735	de02	hypothetical protein	1.59066842129095
HVO_RS13050	HVO_1735	de04	hypothetical protein	1.67013744261525
HVO_RS13050	HVO_1735	de08	hypothetical protein	1.39399033322637
HVO_RS13065	HVO_1738	de24	calcium-binding protein	1.16106569834004
HVO_RS13085	HVO_1742	de04	hypothetical protein	0.572462325936693
HVO_RS13085	HVO_1742	de08	hypothetical protein	0.519403907896432
HVO_RS13100	HVO_1745	de08	hypothetical protein	0.8798278431942
HVO_RS13105	HVO_1746	de02	hypothetical protein	1.53782300969393
HVO_RS13105	HVO_1746	de08	hypothetical protein	1.57655412379812
HVO_RS13110	HVO_1747	de02	hypothetical protein	2.03642466658957
HVO_RS13120	HVO_1750	de08	hypothetical protein	1.0212909309775
HVO_RS13120	HVO_1750	de24	hypothetical protein	2.24811433647099
HVO_RS13145	HVO_1755	de08	hypothetical protein	-1.01151652221846
HVO_RS13150	HVO_1756	de24	N-acetyltransferase	-2.18785543936442
HVO_RS13160	HVO_1758	de24	thioredoxin reductase	1.99301904614167
HVO_RS13165	HVO_1759	de04	iron-III ABC transporter permease	2.6429415238544
HVO_RS13195	HVO_1766	de08	transcriptional regulator	1.05401496517837
HVO_RS13195	HVO_1766	de24	transcriptional regulator	1.229250065025
HVO_RS13275	HVO_1784	de00	peptidase M20	-1.85916480508755
HVO_RS13275	HVO_1784	de24	peptidase M20	-3.5190050260725
HVO_RS13285	HVO_1787	de02	hypothetical protein	1.45444490655508
HVO_RS13285	HVO_1787	de08	hypothetical protein	1.51784967799933
HVO_RS13295	HVO_1789	de08	hypothetical protein	0.915159419029994
HVO_RS13330	HVO_1797	de24	MBL fold metallo-hydrolase	1.97800074873552
HVO_RS20185	HVO_1798	de02	hypothetical protein	-3.13908983251996
HVO_RS20185	HVO_1798	de24	hypothetical protein	-2.47051623741803
HVO_RS13340	HVO_1799	de02	FAD-dependent oxidoreductase	1.38075144150429
HVO_RS13340	HVO_1799	de04	FAD-dependent oxidoreductase	1.05675571373556
HVO_RS13350	HVO_1802	de02	hypothetical protein	-2.22364933217037
HVO_RS13350	HVO_1802	de04	hypothetical protein	-2.20278859079582
HVO_RS13350	HVO_1802	de08	hypothetical protein	-1.79903398243773
HVO_RS13350	HVO_1802	de24	hypothetical protein	-1.72434835272803
HVO_RS13370	HVO_1806	de02	hypothetical protein	-1.85525232334285
HVO_RS13370	HVO_1806	de04	hypothetical protein	-1.8106327039585
HVO_RS13370	HVO_1806	de08	hypothetical protein	-1.49125348831588
HVO_RS13370	HVO_1806	de24	hypothetical protein	-2.41447712050222
HVO_RS13380	HVO_1808	de02	hypothetical protein	-1.65395819370749
HVO_RS13380	HVO_1808	de04	hypothetical protein	-1.79940948012481
HVO_RS13380	HVO_1808	de08	hypothetical protein	-1.52020914141115
HVO_RS13385	HVO_1809	de02	cysteine hydrolase	-1.45422492102536
HVO_RS13395	HVO_1811	de04	two-component system sensor histidine kinase/response regulator	-1.93428410825647
HVO_RS13400	HVO_1812	de08	hypothetical protein	-2.25839841917
HVO_RS13410	HVO_1814	de04	hypothetical protein	-1.96983344663094
HVO_RS13410	HVO_1814	de24	hypothetical protein	-1.98825231946615
HVO_RS13435	HVO_1819	de04	hypothetical protein	1.40032225322989
HVO_RS13435	HVO_1819	de08	hypothetical protein	1.70583266536477
HVO_RS13435	HVO_1819	de24	hypothetical protein	1.54812157769393
HVO_RS13440	HVO_1820	de00	universal stress protein UspA	-1.32874592830397
HVO_RS13440	HVO_1820	de08	universal stress protein UspA	-1.22872344906429
HVO_RS13445	HVO_1821	de24	HAT (histone acetyltransferase) family protein	0.987028767830283
HVO_RS13450	HVO_1822	de02	universal stress protein UspA	-2.12921195244082
HVO_RS13450	HVO_1822	de04	universal stress protein UspA	-1.0093085552594
HVO_RS13450	HVO_1822	de08	universal stress protein UspA	-1.44682376635912
HVO_RS13450	HVO_1822	de24	universal stress protein UspA	-1.36963591663639
HVO_RS13465	HVO_1825	de02	hypothetical protein	1.28385937973341
HVO_RS13470	HVO_1826	de02	hypothetical protein	2.10669508662368
HVO_RS13470	HVO_1826	de04	hypothetical protein	1.76455375878162
HVO_RS13485	HVO_1829	de08	aminopeptidase	-1.67999625675381
HVO_RS20200	HVO_RS20200	de00	hypothetical protein	0.31292115845986
HVO_RS20200	HVO_RS20200	de04	hypothetical protein	-0.422678664674344
HVO_RS20200	HVO_RS20200	de24	hypothetical protein	0.381391166001309
HVO_RS13545	HVO_RS13545	de00	hypothetical protein	1.43894584663922
HVO_RS13545	HVO_RS13545	de24	hypothetical protein	1.13665775519792
HVO_RS13550	HVO_1843	de00	hypothetical protein	1.63948272191872
HVO_RS13550	HVO_1843	de02	hypothetical protein	0.635197607879814
HVO_RS13570	HVO_1847	de04	oligoendopeptidase F	1.22932770449612
HVO_RS13570	HVO_1847	de08	oligoendopeptidase F	1.24722965349029
HVO_RS13575	HVO_1849	de08	aminopeptidase	-2.01457800369224
HVO_RS13575	HVO_1849	de24	aminopeptidase	-1.98190523245789
HVO_RS13580	HVO_1850	de02	hypothetical protein	-1.4316270112701
HVO_RS13610	HVO_1856	de04	alpha hydrolase	-1.72221108886038
HVO_RS13620	HVO_1858	de00	30S ribosomal protein S19e	-0.790668271409531
HVO_RS13625	HVO_1859	de02	TIGR00374 family protein	1.77922708923671
HVO_RS13625	HVO_1859	de08	TIGR00374 family protein	1.52056830037962
